year,month,hour,location,total_money,total_discount_money,total_tip_money,transactions,identified_customers,square_unique_ids
2021,1,19,The Dram Shop Central,4621.29,158.63,717.92,203,146,147
2021,1,19,The Dram Shop Front St.,5979.83,252.37,979.45,292,218,221
2021,1,20,The Dram Shop Central,3247.1,83.57,509.17,130,98,98
2021,1,20,The Dram Shop Front St.,4335.81,65.75,757.06,227,166,167
2021,1,21,The Dram Shop Central,3518.55,417.7,530.25,163,95,94
2021,1,21,The Dram Shop Front St.,5396.12,379.39,861.26,308,189,190
2021,1,22,The Dram Shop Central,226.13,187.37,35.5,21,7,7
2021,1,22,The Dram Shop Front St.,588.2,434.75,52.2,65,17,18
2021,2,7,The Dram Shop Front St.,178.0,0.0,29.0,1,1,1
2021,2,9,The Dram Shop Front St.,175.0,7.0,25.0,4,1,4
2021,2,10,The Dram Shop Front St.,633.5,0.0,53.5,7,2,7
2021,2,11,The Dram Shop Front St.,417.0,0.0,64.0,4,2,4
2021,2,12,The Dram Shop Front St.,263.0,0.0,30.0,4,3,4
2021,2,13,The Dram Shop Central,40.0,0.0,0.0,1,1,1
2021,2,13,The Dram Shop Front St.,610.7,12.5,56.7,11,1,9
2021,2,14,The Dram Shop Central,1433.0,21.25,103.75,65,37,37
2021,2,14,The Dram Shop Front St.,1081.83,55.5,137.08,59,35,39
2021,2,15,The Dram Shop Central,2769.57,129.5,325.82,133,82,82
2021,2,15,The Dram Shop Front St.,2400.89,107.13,313.52,113,72,79
2021,2,16,The Dram Shop Central,4342.86,111.63,537.74,196,125,125
2021,2,16,The Dram Shop Front St.,4135.3,128.24,597.54,178,125,134
2021,2,17,The Dram Shop Central,7406.23,89.82,1045.05,278,204,204
2021,2,17,The Dram Shop Front St.,5228.38,181.56,806.69,222,168,173
2021,2,18,The Dram Shop Central,5844.58,197.38,897.46,242,180,180
2021,2,18,The Dram Shop Front St.,6446.08,182.17,1005.25,275,204,210
2021,2,19,The Dram Shop Central,4962.26,196.05,775.31,200,148,148
2021,2,19,The Dram Shop Front St.,5816.04,145.62,983.66,272,206,206
2021,2,20,The Dram Shop Central,4334.74,81.94,594.18,171,119,119
2021,2,20,The Dram Shop Front St.,4589.34,162.93,678.77,195,145,146
2021,2,21,The Dram Shop Central,3629.24,410.5,594.99,164,103,103
2021,2,21,The Dram Shop Front St.,6087.22,415.26,966.98,309,212,213
2021,2,22,The Dram Shop Central,361.38,279.12,44.0,28,8,8
2021,2,22,The Dram Shop Front St.,1236.19,400.32,197.01,91,42,42
2021,2,23,The Dram Shop Front St.,0.0,15.5,0.0,1,1,1
2021,3,9,The Dram Shop Front St.,15.0,0.0,0.0,1,1,1
2021,3,10,The Dram Shop Front St.,60.2,0.0,5.2,2,2,2
2021,3,11,The Dram Shop Front St.,112.4,42.0,17.4,3,1,3
2021,3,12,The Dram Shop Front St.,34.0,0.0,10.0,2,2,2
2021,3,13,The Dram Shop Central,11.0,2.75,0.0,3,1,1
2021,3,13,The Dram Shop Front St.,79.5,0.0,9.0,4,4,4
2021,3,14,The Dram Shop Central,1382.44,69.0,151.69,74,51,51
2021,3,14,The Dram Shop Front St.,1412.13,71.87,172.0,91,59,60
2021,3,15,The Dram Shop Central,3107.46,85.94,411.9,163,109,109
2021,3,15,The Dram Shop Front St.,2161.3,108.81,285.37,135,86,88
2021,3,16,The Dram Shop Central,5508.37,169.94,758.31,265,173,173
2021,3,16,The Dram Shop Front St.,3868.4,89.06,512.21,223,148,150
2021,3,17,The Dram Shop Central,7241.81,182.57,1081.63,302,226,227
2021,3,17,The Dram Shop Front St.,5533.79,103.87,798.16,258,187,188
2021,3,18,The Dram Shop Central,8302.88,212.0,1118.63,350,239,239
2021,3,18,The Dram Shop Front St.,7937.23,251.13,1241.86,371,265,267
2021,3,19,The Dram Shop Central,7083.53,252.01,1117.29,274,199,199
2021,3,19,The Dram Shop Front St.,6809.21,285.13,1151.84,340,257,258
2021,3,20,The Dram Shop Central,4423.14,90.5,663.14,180,141,141
2021,3,20,The Dram Shop Front St.,5567.86,132.94,935.55,257,195,195
2021,3,21,The Dram Shop Central,3790.35,418.27,565.37,211,127,127
2021,3,21,The Dram Shop Front St.,6666.1,402.88,1075.73,324,218,218
2021,3,22,The Dram Shop Central,424.5,340.75,53.5,41,10,10
2021,3,22,The Dram Shop Front St.,1419.9,453.05,205.7,108,56,56
2021,3,23,The Dram Shop Front St.,45.88,94.12,0.0,8,1,1
2021,4,9,The Dram Shop Front St.,170.0,0.0,0.0,1,1,1
2021,4,11,The Dram Shop Central,52.69,17.56,0.0,1,1,1
2021,4,11,The Dram Shop Front St.,25.0,0.0,0.0,1,1,1
2021,4,12,The Dram Shop Central,25.5,8.5,0.0,1,1,1
2021,4,12,The Dram Shop Front St.,214.0,0.0,0.0,2,2,2
2021,4,13,The Dram Shop Central,14.37,19.38,0.0,3,1,1
2021,4,13,The Dram Shop Front St.,50.2,4.5,6.2,4,2,3
2021,4,14,The Dram Shop Central,1168.0,78.5,139.0,72,45,45
2021,4,14,The Dram Shop Front St.,1373.07,170.38,89.2,70,44,45
2021,4,15,The Dram Shop Central,3270.24,56.13,420.62,167,111,111
2021,4,15,The Dram Shop Front St.,2592.48,34.62,352.6,180,120,120
2021,4,16,The Dram Shop Central,4647.4,143.75,662.65,236,154,154
2021,4,16,The Dram Shop Front St.,4430.06,33.75,604.31,247,170,173
2021,4,17,The Dram Shop Central,6369.11,172.25,956.11,291,214,214
2021,4,17,The Dram Shop Front St.,5717.48,104.32,835.3,304,209,210
2021,4,18,The Dram Shop Central,7145.42,163.25,1099.17,316,239,239
2021,4,18,The Dram Shop Front St.,7677.9,242.0,1231.9,372,287,287
2021,4,19,The Dram Shop Central,6000.98,85.75,971.48,266,196,197
2021,4,19,The Dram Shop Front St.,7656.5,271.95,1271.7,376,280,282
2021,4,20,The Dram Shop Central,5573.37,111.62,910.24,245,197,197
2021,4,20,The Dram Shop Front St.,6242.47,154.87,1019.59,314,232,233
2021,4,21,The Dram Shop Central,5127.35,379.8,841.65,261,167,168
2021,4,21,The Dram Shop Front St.,7844.15,469.51,1323.41,425,293,294
2021,4,22,The Dram Shop Central,293.3,135.7,38.0,28,8,8
2021,4,22,The Dram Shop Front St.,1225.11,401.69,175.3,78,37,37
2021,4,23,The Dram Shop Front St.,34.87,28.38,0.0,4,1,1
2021,5,10,The Dram Shop Front St.,100.0,0.0,0.0,2,2,2
2021,5,11,The Dram Shop Central,0.0,140.0,0.0,1,1,1
2021,5,11,The Dram Shop Front St.,30.0,0.0,0.0,2,1,1
2021,5,12,The Dram Shop Central,57.38,28.62,0.0,2,2,2
2021,5,12,The Dram Shop Front St.,100.0,0.0,0.0,2,2,2
2021,5,13,The Dram Shop Central,39.03,4.5,3.28,4,4,4
2021,5,13,The Dram Shop Front St.,49.0,28.0,0.0,5,3,3
2021,5,14,The Dram Shop Central,1424.25,49.25,142.75,110,59,59
2021,5,14,The Dram Shop Front St.,1746.0,76.5,194.5,124,70,70
2021,5,15,The Dram Shop Central,2811.38,89.63,344.01,174,111,111
2021,5,15,The Dram Shop Front St.,2945.7,44.25,363.45,205,133,133
2021,5,16,The Dram Shop Central,4827.58,70.62,699.45,272,181,182
2021,5,16,The Dram Shop Front St.,3821.72,134.63,561.85,222,158,159
2021,5,17,The Dram Shop Central,5879.17,162.99,842.41,317,215,216
2021,5,17,The Dram Shop Front St.,5638.5,117.19,799.44,315,217,219
2021,5,18,The Dram Shop Central,7696.26,127.63,1211.39,354,258,259
2021,5,18,The Dram Shop Front St.,6686.78,127.87,1056.65,393,266,266
2021,5,19,The Dram Shop Central,5750.33,120.62,921.7,289,206,206
2021,5,19,The Dram Shop Front St.,6665.68,217.01,1089.69,397,292,294
2021,5,20,The Dram Shop Central,4134.27,76.38,675.4,205,153,153
2021,5,20,The Dram Shop Front St.,6807.17,169.37,1130.04,400,294,295
2021,5,21,The Dram Shop Central,4198.58,343.42,652.75,214,146,147
2021,5,21,The Dram Shop Front St.,5517.77,210.95,939.97,308,225,226
2021,5,22,The Dram Shop Central,1276.95,437.55,214.5,89,48,48
2021,5,22,The Dram Shop Front St.,1853.31,474.87,326.68,122,82,82
2021,5,23,The Dram Shop Central,12.51,10.49,0.0,3,2,2
2021,5,23,The Dram Shop Front St.,129.25,78.75,15.5,11,6,6
2021,6,7,The Dram Shop Front St.,25.0,0.0,0.0,1,1,1
2021,6,10,The Dram Shop Front St.,50.0,0.0,0.0,1,1,1
2021,6,11,The Dram Shop Central,45.94,15.31,0.0,1,1,1
2021,6,11,The Dram Shop Front St.,25.0,0.0,0.0,1,1,1
2021,6,12,The Dram Shop Front St.,38.88,5.12,3.0,6,3,3
2021,6,13,The Dram Shop Central,11.25,3.75,0.0,1,1,1
2021,6,13,The Dram Shop Front St.,405.51,29.74,33.0,14,9,9
2021,6,14,The Dram Shop Central,1855.62,48.63,134.25,108,68,68
2021,6,14,The Dram Shop Front St.,2379.5,100.05,251.8,153,91,92
2021,6,15,The Dram Shop Central,2681.56,69.69,282.25,163,101,101
2021,6,15,The Dram Shop Front St.,2716.86,83.99,306.35,193,109,110
2021,6,16,The Dram Shop Central,3983.13,97.77,601.65,245,155,155
2021,6,16,The Dram Shop Front St.,4007.37,151.93,582.3,276,182,183
2021,6,17,The Dram Shop Central,5374.76,302.86,673.62,315,214,214
2021,6,17,The Dram Shop Front St.,6530.75,257.05,1012.55,420,303,302
2021,6,18,The Dram Shop Central,5962.9,188.13,968.53,320,236,236
2021,6,18,The Dram Shop Front St.,6605.87,293.5,1047.62,459,316,317
2021,6,19,The Dram Shop Central,5285.55,200.75,815.05,297,217,217
2021,6,19,The Dram Shop Front St.,8625.62,223.21,1284.58,496,350,351
2021,6,20,The Dram Shop Central,5681.87,144.63,934.75,298,223,223
2021,6,20,The Dram Shop Front St.,6442.32,231.6,1018.17,412,296,296
2021,6,21,The Dram Shop Central,4224.13,303.13,737.26,270,172,172
2021,6,21,The Dram Shop Front St.,6247.77,603.01,1019.28,405,275,276
2021,6,22,The Dram Shop Central,1529.31,360.69,258.25,102,60,60
2021,6,22,The Dram Shop Front St.,2989.2,608.85,520.8,195,125,125
2021,6,23,The Dram Shop Central,48.57,92.93,0.0,8,1,1
2021,6,23,The Dram Shop Front St.,161.63,63.62,35.0,14,6,6
2021,7,10,The Dram Shop Front St.,75.0,0.0,0.0,1,1,1
2021,7,12,The Dram Shop Central,0.0,25.0,0.0,1,1,1
2021,7,12,The Dram Shop Front St.,395.05,37.7,25.0,15,13,13
2021,7,13,The Dram Shop Central,94.0,3.0,13.0,7,4,4
2021,7,13,The Dram Shop Front St.,217.75,10.0,27.5,19,13,13
2021,7,14,The Dram Shop Central,1526.75,161.25,120.5,104,61,61
2021,7,14,The Dram Shop Front St.,2436.06,122.29,360.6,185,107,108
2021,7,15,The Dram Shop Central,2551.95,78.5,334.45,183,112,112
2021,7,15,The Dram Shop Front St.,4003.82,120.68,520.25,252,152,152
2021,7,16,The Dram Shop Central,4928.18,102.56,621.49,268,178,178
2021,7,16,The Dram Shop Front St.,5478.54,189.88,762.17,339,238,239
2021,7,17,The Dram Shop Central,5901.11,148.45,911.81,334,236,236
2021,7,17,The Dram Shop Front St.,7407.88,222.5,1095.88,497,326,327
2021,7,18,Catering - Dram Shop Front,45.8,0.0,2.8,4,3,3
2021,7,18,The Dram Shop Central,6541.15,126.26,992.66,342,244,244
2021,7,18,The Dram Shop Front St.,9333.16,193.35,1432.76,586,421,423
2021,7,19,Catering - Dram Shop Front,286.23,0.0,18.23,29,11,11
2021,7,19,The Dram Shop Central,6069.17,106.13,961.05,305,222,222
2021,7,19,The Dram Shop Front St.,9379.3,174.04,1572.84,570,412,412
2021,7,20,Catering - Dram Shop Front,794.85,0.0,74.85,77,40,40
2021,7,20,The Dram Shop Central,5572.1,72.5,852.85,302,233,233
2021,7,20,The Dram Shop Front St.,7447.34,200.75,1267.09,461,360,360
2021,7,21,Catering - Dram Shop Front,1576.73,0.0,108.73,133,58,58
2021,7,21,The Dram Shop Central,4771.67,215.38,800.55,292,194,194
2021,7,21,The Dram Shop Front St.,7386.69,338.41,1241.6,464,327,327
2021,7,22,Catering - Dram Shop Front,1069.85,0.0,97.85,90,44,44
2021,7,22,The Dram Shop Central,1581.13,306.12,304.75,107,71,71
2021,7,22,The Dram Shop Front St.,2217.73,371.42,373.65,152,94,94
2021,7,23,The Dram Shop Central,267.25,62.25,33.0,13,8,8
2021,7,23,The Dram Shop Front St.,278.62,97.13,47.75,22,13,13
2021,8,2,The Dram Shop Front St.,12.0,0.0,0.0,1,1,1
2021,8,3,The Dram Shop Front St.,100.0,0.0,0.0,1,1,1
2021,8,7,The Dram Shop Front St.,30.0,0.0,0.0,2,1,1
2021,8,11,Catering - Dram Shop Front,0.0,0.0,0.0,1,1,1
2021,8,11,The Dram Shop Front St.,16.5,119.5,5.0,3,2,2
2021,8,12,The Dram Shop Front St.,56.87,11.38,5.75,7,5,5
2021,8,13,The Dram Shop Front St.,597.5,35.5,26.5,21,15,15
2021,8,14,Catering - Dram Shop Front,0.0,0.0,0.0,1,1,1
2021,8,14,The Dram Shop Central,1231.1,40.0,129.6,93,55,55
2021,8,14,The Dram Shop Front St.,2358.61,103.73,251.0,177,82,82
2021,8,15,Catering - Dram Shop Front,0.0,0.0,0.0,1,1,1
2021,8,15,The Dram Shop Central,2586.57,87.93,358.0,171,115,115
2021,8,15,The Dram Shop Front St.,3578.26,185.74,462.0,269,151,152
2021,8,16,The Dram Shop Central,4407.87,114.88,622.5,291,171,171
2021,8,16,The Dram Shop Front St.,5001.29,298.86,674.9,327,200,200
2021,8,17,The Dram Shop Central,5947.86,246.14,874.0,373,245,245
2021,8,17,The Dram Shop Front St.,7496.42,247.28,1077.45,474,308,308
2021,8,18,The Dram Shop Central,5985.79,174.56,920.1,354,254,254
2021,8,18,The Dram Shop Front St.,8324.61,283.24,1283.85,566,390,392
2021,8,19,Catering - Dram Shop Front,10576.0,0.0,0.0,2,1,1
2021,8,19,The Dram Shop Central,7162.75,218.25,1176.0,343,250,250
2021,8,19,The Dram Shop Front St.,8120.09,227.5,1271.84,493,363,364
2021,8,20,The Dram Shop Central,4873.09,148.76,755.85,266,183,184
2021,8,20,The Dram Shop Front St.,6414.14,240.36,1055.25,470,318,318
2021,8,21,The Dram Shop Central,3978.54,356.38,635.17,237,147,147
2021,8,21,The Dram Shop Front St.,6608.55,373.85,1090.65,405,301,301
2021,8,22,The Dram Shop Central,1464.12,325.63,284.0,86,51,51
2021,8,22,The Dram Shop Front St.,1853.87,297.38,301.25,124,77,77
2021,8,23,The Dram Shop Central,125.56,48.69,18.0,12,8,8
2021,8,23,The Dram Shop Front St.,196.61,90.82,39.18,17,8,8
2021,9,9,The Dram Shop Front St.,68.0,0.0,0.0,2,2,2
2021,9,12,The Dram Shop Central,0.0,0.0,0.0,1,1,1
2021,9,12,The Dram Shop Front St.,100.5,13.0,6.0,10,4,4
2021,9,13,The Dram Shop Central,52.75,7.25,0.0,4,3,3
2021,9,13,The Dram Shop Front St.,112.25,45.0,14.5,11,8,8
2021,9,14,The Dram Shop Central,3093.28,171.47,123.25,105,58,58
2021,9,14,The Dram Shop Front St.,2952.5,100.25,251.0,151,87,88
2021,9,15,The Dram Shop Central,3967.07,60.18,322.5,169,120,120
2021,9,15,The Dram Shop Front St.,3263.85,42.5,342.1,201,120,120
2021,9,16,The Dram Shop Central,4763.02,164.44,613.21,298,179,179
2021,9,16,The Dram Shop Front St.,4002.93,116.07,553.0,296,178,178
2021,9,17,The Dram Shop Central,5247.31,106.75,783.31,327,210,210
2021,9,17,The Dram Shop Front St.,6011.73,112.42,881.15,407,257,257
2021,9,18,The Dram Shop Central,6047.0,100.25,927.5,341,238,240
2021,9,18,The Dram Shop Front St.,7096.64,205.13,1134.02,471,335,335
2021,9,19,The Dram Shop Central,5309.12,113.38,834.5,293,208,209
2021,9,19,The Dram Shop Front St.,6672.86,185.63,1121.74,462,346,347
2021,9,20,The Dram Shop Central,4534.17,80.13,744.55,249,190,190
2021,9,20,The Dram Shop Front St.,4896.51,227.06,868.07,341,261,262
2021,9,21,The Dram Shop Central,3120.1,370.65,476.75,198,110,110
2021,9,21,The Dram Shop Front St.,4991.6,315.95,849.8,310,213,213
2021,9,22,The Dram Shop Central,1155.01,199.74,147.5,54,33,33
2021,9,22,The Dram Shop Front St.,1184.58,268.33,190.41,93,56,56
2021,9,23,The Dram Shop Front St.,150.69,44.06,17.75,8,3,3
2021,10,8,The Dram Shop Front St.,25.0,160.0,0.0,2,2,2
2021,10,11,The Dram Shop Front St.,37.0,0.0,0.0,2,2,2
2021,10,12,The Dram Shop Central,0.0,120.0,0.0,1,1,1
2021,10,12,The Dram Shop Front St.,154.45,2.0,12.7,8,6,6
2021,10,13,The Dram Shop Central,53.62,10.38,3.5,6,4,4
2021,10,13,The Dram Shop Front St.,482.75,9.5,50.0,22,19,19
2021,10,14,The Dram Shop Central,1800.5,18.75,173.0,97,64,64
2021,10,14,The Dram Shop Front St.,1678.0,59.25,154.25,110,63,63
2021,10,15,The Dram Shop Central,3252.7,121.25,401.7,230,138,138
2021,10,15,The Dram Shop Front St.,2629.63,74.62,364.25,187,95,95
2021,10,16,Catering - Dram Shop Front,55.4,0.0,8.4,6,5,5
2021,10,16,The Dram Shop Central,6655.74,220.56,893.3,386,243,245
2021,10,16,The Dram Shop Front St.,4094.28,111.98,566.02,301,190,190
2021,10,17,Catering - Dram Shop Front,116.2,0.0,14.2,12,8,8
2021,10,17,The Dram Shop Central,7841.09,194.44,1051.03,449,286,286
2021,10,17,The Dram Shop Front St.,6412.01,138.69,934.2,397,255,255
2021,10,18,Catering - Dram Shop Front,19.0,0.0,1.0,3,2,2
2021,10,18,The Dram Shop Central,8135.46,118.06,1295.02,429,289,290
2021,10,18,The Dram Shop Front St.,7322.9,148.25,1173.65,479,339,341
2021,10,19,Catering - Dram Shop Front,120.8,0.0,18.8,9,8,8
2021,10,19,The Dram Shop Central,6834.33,147.12,1022.45,339,247,247
2021,10,19,The Dram Shop Front St.,7458.43,151.02,1187.2,463,313,314
2021,10,20,The Dram Shop Central,5077.86,163.37,855.48,248,176,176
2021,10,20,The Dram Shop Front St.,5881.06,149.94,930.25,364,263,263
2021,10,21,The Dram Shop Central,3428.9,322.15,545.05,201,124,124
2021,10,21,The Dram Shop Front St.,5010.93,374.62,875.8,331,221,223
2021,10,22,The Dram Shop Central,806.61,251.94,125.05,48,25,25
2021,10,22,The Dram Shop Front St.,2221.74,325.51,388.25,112,72,72
2021,10,23,The Dram Shop Front St.,36.0,88.0,2.0,8,3,3
2021,11,10,The Dram Shop Central,227.0,25.0,13.0,3,1,3
2021,11,10,The Dram Shop Front St.,0.0,565.0,0.0,2,1,1
2021,11,11,The Dram Shop Central,12.38,4.12,0.0,1,1,1
2021,11,11,The Dram Shop Front St.,137.5,12.5,0.0,2,2,2
2021,11,12,The Dram Shop Central,235.4,0.0,21.4,2,1,2
2021,11,12,The Dram Shop Front St.,54.5,0.0,0.0,3,2,2
2021,11,13,The Dram Shop Front St.,415.0,18.0,8.0,5,5,5
2021,11,14,The Dram Shop Central,2193.95,49.5,215.95,117,77,77
2021,11,14,The Dram Shop Front St.,1742.45,101.3,244.25,83,48,48
2021,11,15,The Dram Shop Central,3248.12,62.13,419.5,194,120,120
2021,11,15,The Dram Shop Front St.,2823.25,138.4,355.9,186,108,108
2021,11,16,The Dram Shop Central,5881.28,160.72,794.0,332,213,213
2021,11,16,The Dram Shop Front St.,4740.29,159.63,631.42,277,165,165
2021,11,17,The Dram Shop Central,6083.7,173.75,880.45,356,232,232
2021,11,17,The Dram Shop Front St.,7238.71,293.49,1087.21,392,282,283
2021,11,18,The Dram Shop Central,7559.9,157.75,1099.4,342,241,241
2021,11,18,The Dram Shop Front St.,7381.0,261.5,1177.75,399,296,296
2021,11,19,The Dram Shop Central,5460.7,110.25,886.7,246,191,194
2021,11,19,The Dram Shop Front St.,6746.94,160.07,1102.26,368,263,263
2021,11,20,The Dram Shop Central,5154.38,189.37,811.5,240,173,173
2021,11,20,The Dram Shop Front St.,5250.55,248.75,873.55,294,211,211
2021,11,21,The Dram Shop Central,4969.15,487.43,723.08,234,149,149
2021,11,21,The Dram Shop Front St.,5133.79,216.5,887.04,266,182,182
2021,11,22,The Dram Shop Central,1014.0,263.25,110.0,60,32,32
2021,11,22,The Dram Shop Front St.,1431.41,367.44,323.85,90,56,57
2021,11,23,The Dram Shop Front St.,83.01,62.99,10.0,9,5,5
2021,12,6,The Dram Shop Front St.,10.0,0.0,0.0,1,1,1
2021,12,7,The Dram Shop Central,288.0,0.0,48.0,1,1,1
2021,12,7,The Dram Shop Front St.,50.0,0.0,0.0,2,2,2
2021,12,8,The Dram Shop Front St.,15.0,0.0,0.0,1,1,1
2021,12,9,The Dram Shop Front St.,65.0,0.0,0.0,2,2,2
2021,12,10,The Dram Shop Central,360.0,0.0,0.0,1,1,1
2021,12,10,The Dram Shop Front St.,25.0,0.0,0.0,1,1,1
2021,12,11,The Dram Shop Central,150.0,0.0,0.0,1,1,1
2021,12,11,The Dram Shop Front St.,401.5,0.0,0.0,3,3,3
2021,12,12,The Dram Shop Central,1205.0,0.0,195.0,5,3,5
2021,12,12,The Dram Shop Front St.,133.25,2.75,2.0,6,5,5
2021,12,13,The Dram Shop Central,541.24,20.76,31.5,16,11,11
2021,12,13,The Dram Shop Front St.,284.38,18.87,14.0,11,6,6
2021,12,14,The Dram Shop Central,3683.13,69.62,382.0,150,87,90
2021,12,14,The Dram Shop Front St.,3322.67,101.33,281.0,138,86,86
2021,12,15,The Dram Shop Central,5017.95,108.5,523.95,268,173,173
2021,12,15,The Dram Shop Front St.,3829.26,179.19,476.7,230,134,134
2021,12,16,The Dram Shop Central,6356.48,173.94,776.17,337,206,206
2021,12,16,The Dram Shop Front St.,5330.44,146.31,728.25,323,201,201
2021,12,17,The Dram Shop Central,8933.57,204.68,1290.0,394,270,272
2021,12,17,The Dram Shop Front St.,7392.34,220.46,1000.05,384,263,263
2021,12,18,The Dram Shop Central,8161.8,212.12,1315.92,332,227,230
2021,12,18,The Dram Shop Front St.,8256.9,291.86,1273.76,431,295,296
2021,12,19,The Dram Shop Central,7383.95,136.25,1028.7,325,227,229
2021,12,19,The Dram Shop Front St.,6650.24,231.5,1064.49,373,262,262
2021,12,20,The Dram Shop Central,6385.79,140.63,925.17,263,180,184
2021,12,20,The Dram Shop Front St.,4229.07,118.63,752.95,246,186,187
2021,12,21,The Dram Shop Central,5141.13,308.12,838.25,246,160,163
2021,12,21,The Dram Shop Front St.,4045.56,229.94,717.0,253,177,177
2021,12,22,The Dram Shop Central,1736.04,273.81,236.85,78,45,46
2021,12,22,The Dram Shop Front St.,1854.81,334.44,297.0,120,60,60
2021,12,23,The Dram Shop Front St.,230.0,49.0,18.5,16,11,11
2022,1,0,The Dram Shop Central,796.75,24.75,73.0,8,6,6
2022,1,8,The Dram Shop Central,150.0,0.0,0.0,1,1,1
2022,1,9,The Dram Shop Front St.,50.0,0.0,0.0,1,1,1
2022,1,10,The Dram Shop Front St.,100.0,0.0,0.0,2,2,2
2022,1,11,The Dram Shop Central,0.0,0.0,0.0,1,1,1
2022,1,13,The Dram Shop Central,77.61,28.64,0.0,7,3,3
2022,1,14,The Dram Shop Central,1308.06,89.19,159.0,99,55,55
2022,1,14,The Dram Shop Front St.,1479.68,96.76,185.19,97,57,57
2022,1,15,The Dram Shop Central,2518.88,100.37,348.0,165,102,102
2022,1,15,The Dram Shop Front St.,2514.87,92.63,360.5,187,98,98
2022,1,16,The Dram Shop Central,5432.09,255.36,777.95,319,191,191
2022,1,16,The Dram Shop Front St.,3541.74,137.37,568.61,256,153,153
2022,1,17,The Dram Shop Central,7529.51,278.07,1118.58,399,256,256
2022,1,17,The Dram Shop Front St.,4966.06,129.94,721.0,330,215,215
2022,1,18,The Dram Shop Central,5161.14,79.06,833.2,289,216,216
2022,1,18,The Dram Shop Front St.,7125.08,242.87,1134.2,439,284,285
2022,1,19,The Dram Shop Central,4648.7,216.82,758.27,234,182,182
2022,1,19,The Dram Shop Front St.,4652.06,190.69,778.5,308,209,209
2022,1,20,The Dram Shop Central,4717.79,185.99,819.28,250,167,167
2022,1,20,The Dram Shop Front St.,4727.27,130.03,776.55,268,192,192
2022,1,21,The Dram Shop Central,3989.63,323.56,709.44,203,136,136
2022,1,21,The Dram Shop Front St.,3231.27,166.49,526.26,184,133,133
2022,1,22,The Dram Shop Central,602.75,133.25,109.0,37,23,23
2022,1,22,The Dram Shop Front St.,1406.0,240.0,243.25,77,45,45
2022,1,23,The Dram Shop Central,317.5,0.0,57.5,4,4,4
2022,1,23,The Dram Shop Front St.,63.25,25.25,6.0,5,3,3
2022,2,0,The Dram Shop Central,45.0,0.0,6.0,1,1,1
2022,2,7,The Dram Shop Central,46.8,0.0,7.8,1,1,1
2022,2,7,The Dram Shop Front St.,25.0,0.0,0.0,1,1,1
2022,2,8,The Dram Shop Central,44.85,0.0,5.85,1,1,1
2022,2,11,The Dram Shop Central,140.4,0.0,23.4,3,1,3
2022,2,12,The Dram Shop Central,89.7,0.0,11.7,2,1,2
2022,2,13,The Dram Shop Central,108.1,0.0,18.6,4,3,4
2022,2,13,The Dram Shop Front St.,24.0,5.0,2.0,2,2,2
2022,2,14,The Dram Shop Central,2311.75,75.75,210.25,121,72,72
2022,2,14,The Dram Shop Front St.,1167.78,52.87,124.78,92,48,48
2022,2,15,The Dram Shop Central,3070.44,60.81,430.25,190,133,133
2022,2,15,The Dram Shop Front St.,2523.75,95.75,375.5,197,116,116
2022,2,16,The Dram Shop Central,5530.18,69.76,804.69,324,211,214
2022,2,16,The Dram Shop Front St.,4721.31,182.31,705.25,320,202,203
2022,2,17,The Dram Shop Central,8050.12,291.13,1096.25,423,281,281
2022,2,17,The Dram Shop Front St.,7353.75,218.87,1094.12,464,302,302
2022,2,18,The Dram Shop Central,7193.9,174.6,934.25,349,239,239
2022,2,18,The Dram Shop Front St.,8142.31,247.19,1320.5,482,340,340
2022,2,19,The Dram Shop Central,7211.11,271.69,1177.55,324,245,250
2022,2,19,The Dram Shop Front St.,7395.45,162.75,1238.7,456,327,327
2022,2,20,The Dram Shop Central,4938.17,98.13,761.3,221,169,171
2022,2,20,The Dram Shop Front St.,5213.0,157.25,860.75,322,230,231
2022,2,21,The Dram Shop Central,4566.73,299.12,726.35,242,156,158
2022,2,21,The Dram Shop Front St.,4800.01,210.44,811.2,296,201,202
2022,2,22,The Dram Shop Central,934.17,156.88,126.05,48,26,26
2022,2,22,The Dram Shop Front St.,2022.69,246.81,377.5,112,72,72
2022,2,23,The Dram Shop Central,0.0,17.0,0.0,1,1,1
2022,2,23,The Dram Shop Front St.,375.65,38.75,73.9,22,18,18
2022,3,9,The Dram Shop Front St.,25.0,0.0,0.0,1,1,1
2022,3,10,The Dram Shop Central,,,,1,1,1
2022,3,10,The Dram Shop Front St.,100.0,0.0,0.0,3,1,2
2022,3,11,The Dram Shop Central,17.25,130.75,0.0,3,2,2
2022,3,12,The Dram Shop Central,0.0,40.0,0.0,1,1,1
2022,3,12,The Dram Shop Front St.,0.0,0.0,0.0,5,1,1
2022,3,13,The Dram Shop Central,1.5,0.0,0.0,1,1,1
2022,3,13,The Dram Shop Front St.,48.75,5.75,0.0,11,2,2
2022,3,14,The Dram Shop Central,1251.06,66.69,94.5,105,51,52
2022,3,14,The Dram Shop Front St.,1092.75,65.5,117.0,102,44,44
2022,3,15,The Dram Shop Central,3296.93,87.82,500.5,220,131,131
2022,3,15,The Dram Shop Front St.,2392.88,76.37,368.0,179,101,101
2022,3,16,The Dram Shop Central,6465.55,177.62,950.42,392,247,247
2022,3,16,The Dram Shop Front St.,4843.25,169.75,707.0,347,206,206
