year,month,hour,location,total_money,total_discount_money,total_tip_money,transactions,identified_customers,square_unique_ids
2022,3,17,The Dram Shop Central,7466.83,280.24,1082.07,488,301,302
2022,3,17,The Dram Shop Front St.,6955.61,293.69,1042.05,523,312,313
2022,3,18,The Dram Shop Central,8169.05,214.5,1214.3,445,316,316
2022,3,18,The Dram Shop Front St.,9218.49,400.19,1490.18,561,376,377
2022,3,19,The Dram Shop Central,7304.3,290.85,1183.15,362,268,268
2022,3,19,The Dram Shop Front St.,8456.12,388.34,1373.96,546,378,380
2022,3,20,The Dram Shop Central,7078.45,273.58,1236.03,369,265,267
2022,3,20,The Dram Shop Front St.,6191.31,276.99,1044.3,415,293,294
2022,3,21,The Dram Shop Central,5811.26,240.19,929.2,282,181,182
2022,3,21,The Dram Shop Front St.,5287.7,299.0,927.7,349,213,213
2022,3,22,The Dram Shop Central,1575.88,257.12,280.0,74,45,45
2022,3,22,The Dram Shop Front St.,1757.35,288.25,295.85,118,72,71
2022,3,23,The Dram Shop Central,0.0,15.5,0.0,1,1,1
2022,3,23,The Dram Shop Front St.,110.05,35.5,15.3,8,5,5
2022,4,0,The Dram Shop Front St.,0.0,23.5,0.0,1,1,1
2022,4,6,The Dram Shop Front St.,25.0,0.0,0.0,1,1,1
2022,4,10,The Dram Shop Front St.,30.0,50.0,0.0,3,1,2
2022,4,11,The Dram Shop Central,26.62,8.88,0.0,1,1,1
2022,4,11,The Dram Shop Front St.,0.0,15.0,0.0,1,1,1
2022,4,12,The Dram Shop Central,5.5,0.0,0.0,1,1,1
2022,4,12,The Dram Shop Front St.,20.0,0.0,0.0,1,1,1
2022,4,13,The Dram Shop Central,0.0,100.0,0.0,1,1,1
2022,4,13,The Dram Shop Front St.,56.5,0.0,1.0,4,2,3
2022,4,14,The Dram Shop Central,2007.43,65.82,215.0,120,68,68
2022,4,14,The Dram Shop Front St.,1689.2,37.75,188.95,132,65,65
2022,4,15,The Dram Shop Central,3712.65,112.0,504.65,234,145,145
2022,4,15,The Dram Shop Front St.,3010.25,67.5,422.25,240,142,142
2022,4,16,The Dram Shop Central,5923.8,167.25,851.05,366,228,228
2022,4,16,The Dram Shop Front St.,5898.14,157.87,892.76,420,257,259
2022,4,17,The Dram Shop Central,8261.95,206.94,1241.39,509,339,339
2022,4,17,The Dram Shop Front St.,8430.54,281.69,1249.0,556,367,367
2022,4,18,The Dram Shop Central,8417.25,192.75,1294.75,472,335,336
2022,4,18,The Dram Shop Front St.,8796.26,387.74,1503.25,548,386,386
2022,4,19,The Dram Shop Central,7675.63,300.97,1207.6,407,283,284
2022,4,19,The Dram Shop Front St.,10061.25,404.5,1692.5,625,448,450
2022,4,20,The Dram Shop Central,7986.68,128.0,1342.18,383,270,272
2022,4,20,The Dram Shop Front St.,7344.91,246.5,1265.66,501,353,353
2022,4,21,The Dram Shop Central,5421.65,296.25,964.15,285,191,192
2022,4,21,The Dram Shop Front St.,6277.4,355.06,1166.46,418,268,268
2022,4,22,The Dram Shop Central,1060.87,242.38,197.0,65,35,35
2022,4,22,The Dram Shop Front St.,2622.66,265.99,450.4,177,112,113
2022,4,23,The Dram Shop Front St.,409.25,122.75,84.75,33,16,16
2022,5,7,The Dram Shop Front St.,50.0,0.0,0.0,1,1,1
2022,5,9,The Dram Shop Central,172.5,0.0,22.5,1,1,1
2022,5,10,The Dram Shop Front St.,50.0,0.0,0.0,1,1,1
2022,5,11,The Dram Shop Central,15.0,5.0,0.0,1,1,1
2022,5,11,The Dram Shop Front St.,50.0,0.0,0.0,1,1,1
2022,5,12,The Dram Shop Front St.,30.0,0.0,0.0,1,1,1
2022,5,13,The Dram Shop Central,69.5,5.5,17.0,6,4,4
2022,5,13,The Dram Shop Front St.,170.12,220.88,0.0,5,2,3
2022,5,14,Catering - Dram Shop Front,2182.39,0.0,0.0,2,2,2
2022,5,14,The Dram Shop Central,1839.14,76.0,203.25,129,89,89
2022,5,14,The Dram Shop Front St.,1441.93,110.57,172.0,115,68,68
2022,5,15,The Dram Shop Central,3174.71,174.04,395.88,203,129,129
2022,5,15,The Dram Shop Front St.,3203.88,126.62,413.75,256,142,142
2022,5,16,The Dram Shop Central,6644.92,188.05,926.62,397,254,255
2022,5,16,The Dram Shop Front St.,4251.15,184.7,586.8,320,184,184
2022,5,17,Catering - Dram Shop Front,0.0,0.0,0.0,2,1,1
2022,5,17,The Dram Shop Central,7452.34,213.33,1087.19,467,308,308
2022,5,17,The Dram Shop Front St.,6623.76,255.06,1019.57,456,309,312
2022,5,18,The Dram Shop Central,8560.81,346.04,1293.61,497,323,323
2022,5,18,The Dram Shop Front St.,7522.78,363.49,1224.27,497,348,348
2022,5,19,Catering - Dram Shop Front,103.0,0.0,8.0,16,1,6
2022,5,19,The Dram Shop Central,7177.09,252.64,1138.38,396,267,269
2022,5,19,The Dram Shop Front St.,7359.83,350.76,1241.09,498,349,351
2022,5,20,Catering - Dram Shop Front,73.5,0.0,4.5,11,1,4
2022,5,20,The Dram Shop Central,7738.16,358.74,1350.4,408,268,269
2022,5,20,The Dram Shop Front St.,7272.53,231.0,1241.78,471,337,337
2022,5,21,The Dram Shop Central,5359.26,645.63,914.04,282,190,190
2022,5,21,The Dram Shop Front St.,6602.68,220.24,1179.92,391,260,261
2022,5,22,The Dram Shop Central,1121.7,614.71,176.35,85,37,38
2022,5,22,The Dram Shop Front St.,2138.65,211.9,409.8,131,74,74
2022,5,23,The Dram Shop Front St.,101.37,83.13,19.0,15,7,7
2022,6,0,The Dram Shop Front St.,8.5,25.0,0.0,2,1,1
2022,6,8,The Dram Shop Front St.,100.0,0.0,0.0,1,1,1
2022,6,10,The Dram Shop Front St.,0.0,50.0,0.0,1,1,1
2022,6,12,The Dram Shop Central,29.24,9.76,0.0,1,1,1
2022,6,12,The Dram Shop Front St.,238.0,10.0,0.0,4,4,4
2022,6,13,The Dram Shop Central,3006.68,157.65,95.8,68,44,44
2022,6,13,The Dram Shop Front St.,1273.68,48.67,105.1,91,46,46
2022,6,14,The Dram Shop Central,2116.12,456.13,272.0,155,94,94
2022,6,14,The Dram Shop Front St.,2255.65,66.1,299.0,177,102,102
2022,6,15,The Dram Shop Central,3420.99,75.76,474.5,236,152,153
2022,6,15,The Dram Shop Front St.,3142.23,44.72,443.95,233,130,130
2022,6,16,The Dram Shop Central,5977.26,118.84,836.0,373,228,228
2022,6,16,The Dram Shop Front St.,4603.62,99.63,733.75,328,215,215
2022,6,17,The Dram Shop Central,8288.17,144.91,1212.33,450,296,296
2022,6,17,The Dram Shop Front St.,6804.45,120.7,999.4,445,313,314
2022,6,18,The Dram Shop Central,8445.43,149.75,1266.4,466,317,317
2022,6,18,The Dram Shop Front St.,7977.75,216.61,1250.61,498,350,351
2022,6,19,The Dram Shop Central,8025.61,78.25,1150.15,422,292,292
2022,6,19,The Dram Shop Front St.,6622.18,167.57,1098.5,444,302,304
2022,6,20,The Dram Shop Central,5438.28,88.01,930.27,292,217,217
2022,6,20,The Dram Shop Front St.,5778.39,214.75,917.14,433,290,290
2022,6,21,The Dram Shop Central,4172.6,209.96,671.32,252,170,170
2022,6,21,The Dram Shop Front St.,5906.71,355.64,931.85,403,264,264
2022,6,22,The Dram Shop Central,1159.01,285.94,185.7,72,44,44
2022,6,22,The Dram Shop Front St.,2859.31,216.44,542.25,174,121,123
2022,6,23,The Dram Shop Front St.,961.55,151.2,156.75,48,24,24
2022,7,0,The Dram Shop Front St.,0.0,28.0,0.0,3,1,1
2022,7,10,The Dram Shop Front St.,25.0,0.0,0.0,1,1,1
2022,7,11,The Dram Shop Front St.,595.9,0.0,90.65,6,2,5
2022,7,12,The Dram Shop Central,31.75,4.5,1.0,3,2,2
2022,7,12,The Dram Shop Front St.,49.25,27.25,3.0,6,1,5
2022,7,13,The Dram Shop Central,1172.85,36.25,114.75,85,28,49
2022,7,13,The Dram Shop Front St.,2384.92,156.63,238.3,94,35,57
2022,7,14,Catering - Dram Shop Front,2518.15,0.0,0.0,1,1,1
2022,7,14,The Dram Shop Central,2097.65,69.71,260.19,158,73,98
2022,7,14,The Dram Shop Front St.,2571.19,31.76,377.2,179,73,116
2022,7,15,The Dram Shop Central,3766.87,33.38,563.5,252,122,166
2022,7,15,The Dram Shop Front St.,3544.86,97.69,481.8,256,94,153
2022,7,16,The Dram Shop Central,4628.68,87.62,661.5,294,141,193
2022,7,16,The Dram Shop Front St.,5767.7,110.75,847.2,376,152,249
2022,7,17,The Dram Shop Central,6858.26,133.41,951.9,404,187,259
2022,7,17,The Dram Shop Front St.,6948.05,178.57,1032.12,452,192,306
2022,7,18,The Dram Shop Central,6447.16,127.74,961.89,377,218,270
2022,7,18,The Dram Shop Front St.,9064.41,94.1,1369.01,540,268,393
2022,7,19,The Dram Shop Central,6718.9,65.13,1060.17,362,208,268
2022,7,19,The Dram Shop Front St.,8299.8,111.61,1353.1,501,232,350
2022,7,20,The Dram Shop Central,5773.07,100.23,883.8,322,176,221
2022,7,20,The Dram Shop Front St.,6123.82,74.26,976.58,441,197,317
2022,7,21,Catering - Dram Shop Front,0.0,0.0,0.0,1,1,1
2022,7,21,The Dram Shop Central,4829.54,241.94,765.65,273,146,179
2022,7,21,The Dram Shop Front St.,5842.59,179.26,1002.1,365,177,242
2022,7,22,The Dram Shop Central,1321.13,263.42,187.2,62,43,45
2022,7,22,The Dram Shop Front St.,3065.29,344.01,494.05,189,99,121
2022,7,23,The Dram Shop Central,0.0,5.5,0.0,1,1,1
2022,7,23,The Dram Shop Front St.,388.49,128.26,89.5,25,11,12
2022,8,7,The Dram Shop Front St.,45.0,0.0,0.0,3,1,1
2022,8,9,The Dram Shop Front St.,88.31,6.44,0.0,2,2,2
2022,8,10,The Dram Shop Front St.,0.0,49.0,0.0,1,1,1
2022,8,12,The Dram Shop Central,15.0,5.0,0.0,1,1,1
2022,8,12,The Dram Shop Front St.,456.94,47.81,26.0,3,2,3
2022,8,13,The Dram Shop Central,1188.12,40.75,136.1,85,24,42
2022,8,13,The Dram Shop Front St.,1413.3,61.45,149.0,91,35,55
2022,8,14,The Dram Shop Central,1723.82,24.93,221.0,109,53,69
2022,8,14,The Dram Shop Front St.,2403.86,57.99,284.6,151,59,91
2022,8,15,The Dram Shop Central,2882.4,71.5,343.4,205,93,117
2022,8,15,The Dram Shop Front St.,3426.45,99.55,475.5,234,94,137
2022,8,16,The Dram Shop Central,4764.27,122.25,568.2,296,148,188
2022,8,16,The Dram Shop Front St.,5984.13,197.27,837.9,342,145,211
2022,8,17,The Dram Shop Central,5880.77,95.25,841.02,355,199,230
2022,8,17,The Dram Shop Front St.,6146.33,126.18,917.76,401,203,277
2022,8,18,The Dram Shop Central,6945.34,190.71,1039.2,383,247,283
2022,8,18,The Dram Shop Front St.,7990.22,180.68,1290.65,484,271,342
2022,8,19,The Dram Shop Central,7241.66,127.14,1168.55,343,217,253
2022,8,19,The Dram Shop Front St.,7211.37,170.63,1177.0,446,241,321
2022,8,20,The Dram Shop Central,5224.7,152.36,834.0,275,174,194
2022,8,20,The Dram Shop Front St.,6660.23,147.62,1070.85,469,234,305
2022,8,21,The Dram Shop Central,4076.46,200.19,663.4,215,144,156
2022,8,21,The Dram Shop Front St.,4862.88,190.37,802.0,331,176,200
2022,8,22,The Dram Shop Central,388.75,148.5,49.25,36,18,19
2022,8,22,The Dram Shop Front St.,1767.68,151.07,305.0,128,64,84
2022,8,23,The Dram Shop Front St.,139.5,84.5,30.5,12,6,7
2022,9,10,The Dram Shop Front St.,50.0,0.0,0.0,1,1,1
2022,9,12,The Dram Shop Central,73.62,10.88,2.0,4,2,3
2022,9,12,The Dram Shop Front St.,41.25,0.0,4.5,3,1,3
2022,9,13,The Dram Shop Central,662.79,39.0,61.5,43,8,28
2022,9,13,The Dram Shop Front St.,1139.57,37.18,139.25,71,16,52
2022,9,14,The Dram Shop Central,1948.88,29.0,233.35,111,34,73
2022,9,14,The Dram Shop Front St.,1547.36,37.38,204.49,117,31,73
2022,9,15,The Dram Shop Central,2714.48,58.44,381.37,184,64,118
2022,9,15,The Dram Shop Front St.,2965.41,44.25,426.16,201,62,132
2022,9,16,The Dram Shop Central,5001.53,43.12,661.5,346,118,212
2022,9,16,The Dram Shop Front St.,5256.9,145.75,695.65,322,88,212
2022,9,17,The Dram Shop Central,7160.52,185.13,1063.75,405,195,262
2022,9,17,The Dram Shop Front St.,7244.34,130.65,1094.75,468,154,327
2022,9,18,The Dram Shop Central,7685.68,130.69,1132.84,390,186,259
2022,9,18,The Dram Shop Front St.,8412.67,85.53,1377.45,538,203,383
2022,9,19,The Dram Shop Central,6325.61,102.39,1002.75,319,190,241
2022,9,19,The Dram Shop Front St.,8617.53,104.77,1413.8,534,216,392
2022,9,20,The Dram Shop Central,4968.7,128.0,722.7,246,151,193
2022,9,20,The Dram Shop Front St.,6800.45,151.45,1105.15,422,184,295
2022,9,21,The Dram Shop Central,3861.38,153.64,704.36,175,127,140
2022,9,21,The Dram Shop Front St.,4244.6,113.75,746.6,244,131,178
2022,9,22,The Dram Shop Central,909.25,106.5,199.0,23,14,15
2022,9,22,The Dram Shop Front St.,1928.13,158.57,325.45,111,53,77
2022,9,23,The Dram Shop Front St.,284.37,133.38,51.0,22,9,14
2022,10,6,The Dram Shop Front St.,50.0,0.0,0.0,1,1,1
2022,10,9,The Dram Shop Front St.,100.0,0.0,0.0,1,1,1
2022,10,10,The Dram Shop Front St.,592.2,40.8,0.0,2,2,2
2022,10,11,The Dram Shop Front St.,50.0,0.0,0.0,1,1,1
2022,10,12,The Dram Shop Central,5.0,0.0,0.0,1,1,1
2022,10,12,The Dram Shop Front St.,30.0,4.5,0.0,2,1,1
2022,10,13,The Dram Shop Central,1053.25,265.0,118.75,61,21,39
2022,10,13,The Dram Shop Front St.,772.04,21.5,46.5,47,3,23
2022,10,14,The Dram Shop Central,1459.4,12.5,195.65,97,40,70
2022,10,14,The Dram Shop Front St.,1628.0,15.75,188.0,127,25,66
2022,10,15,The Dram Shop Central,2996.25,61.5,402.75,205,86,131
2022,10,15,The Dram Shop Front St.,2536.75,40.75,352.0,182,41,114
2022,10,16,The Dram Shop Central,5595.15,103.25,772.4,337,141,213
2022,10,16,The Dram Shop Front St.,4979.88,101.37,680.5,317,99,201
2022,10,17,Catering - Dram Shop Front,426.2,0.0,13.2,32,6,8
2022,10,17,The Dram Shop Central,6859.91,111.89,945.3,404,196,259
2022,10,17,The Dram Shop Front St.,6285.88,194.94,918.07,420,126,276
2022,10,18,Catering - Dram Shop Front,2513.55,1.0,67.15,87,12,28
2022,10,18,The Dram Shop Central,7958.2,81.0,1166.95,447,230,309
2022,10,18,The Dram Shop Front St.,10576.92,268.68,1506.6,563,203,423
2022,10,19,Catering - Dram Shop Front,869.85,0.0,100.85,63,19,34
2022,10,19,The Dram Shop Central,7925.0,292.44,1314.05,398,227,290
2022,10,19,The Dram Shop Front St.,8841.61,138.76,1477.62,474,208,347
2022,10,20,Catering - Dram Shop Front,563.65,0.0,77.65,31,12,16
2022,10,20,The Dram Shop Central,5702.35,98.31,895.0,266,161,195
2022,10,20,The Dram Shop Front St.,5911.28,124.82,915.35,356,150,243
2022,10,21,Catering - Dram Shop Front,1401.5,0.0,142.5,24,15,17
2022,10,21,The Dram Shop Central,3405.55,49.25,654.3,149,94,108
2022,10,21,The Dram Shop Front St.,3564.85,31.0,629.35,220,109,147
2022,10,22,Catering - Dram Shop Front,186.3,0.0,32.3,7,7,7
2022,10,22,The Dram Shop Central,576.43,274.07,111.0,31,21,22
2022,10,22,The Dram Shop Front St.,2385.19,124.31,389.0,114,56,78
2022,10,23,The Dram Shop Central,34.12,11.38,0.0,1,1,1
2022,10,23,The Dram Shop Front St.,484.81,89.44,98.0,31,18,21
2022,11,8,The Dram Shop Front St.,100.0,0.0,0.0,1,1,1
2022,11,9,The Dram Shop Central,50.0,0.0,0.0,1,1,1
2022,11,10,The Dram Shop Central,100.0,0.0,0.0,1,1,1
2022,11,11,The Dram Shop Front St.,50.0,15.0,0.0,2,1,2
2022,11,12,The Dram Shop Central,2.5,2.5,0.0,1,1,1
2022,11,12,The Dram Shop Front St.,100.0,0.0,5.5,1,1,1
2022,11,13,The Dram Shop Central,1180.27,19.2,132.5,60,12,42
2022,11,13,The Dram Shop Front St.,990.15,12.0,94.4,53,7,30
2022,11,14,The Dram Shop Central,2093.05,108.95,236.5,123,49,78
2022,11,14,The Dram Shop Front St.,2164.32,49.83,247.9,109,37,71
2022,11,15,The Dram Shop Central,3159.47,52.24,412.0,197,85,124
2022,11,15,The Dram Shop Front St.,2710.1,100.65,324.0,163,44,100
2022,11,16,The Dram Shop Central,5396.5,59.71,778.1,320,147,202
2022,11,16,The Dram Shop Front St.,4673.32,262.05,653.62,269,80,180
2022,11,17,The Dram Shop Central,8000.63,119.32,1074.9,399,208,279
2022,11,17,The Dram Shop Front St.,7954.38,139.77,1192.4,443,169,314
2022,11,18,The Dram Shop Central,7492.27,172.62,1127.3,403,210,274
2022,11,18,The Dram Shop Front St.,8727.01,147.77,1321.28,437,204,329
2022,11,19,The Dram Shop Central,6790.81,137.84,1144.65,331,207,251
2022,11,19,The Dram Shop Front St.,7394.62,210.68,1171.8,388,160,280
2022,11,20,The Dram Shop Central,5581.35,95.01,988.35,251,160,193
2022,11,20,The Dram Shop Front St.,5485.52,132.53,866.05,296,150,217
2022,11,21,The Dram Shop Central,3974.13,219.77,708.15,211,136,155
2022,11,21,The Dram Shop Front St.,3864.08,201.92,633.25,217,111,143
2022,11,22,The Dram Shop Central,628.45,101.05,129.02,38,30,31
2022,11,22,The Dram Shop Front St.,1699.13,280.62,268.25,89,41,63
2022,11,23,The Dram Shop Front St.,393.75,30.0,60.75,16,12,13
2022,12,7,The Dram Shop Front St.,15.0,0.0,0.0,1,1,1
2022,12,8,The Dram Shop Central,136.4,0.0,12.4,1,1,1
2022,12,9,The Dram Shop Front St.,20.0,0.0,0.0,1,1,1
2022,12,10,The Dram Shop Central,183.38,11.12,0.0,2,1,2
2022,12,10,The Dram Shop Front St.,90.0,0.0,0.0,3,1,3
2022,12,11,The Dram Shop Front St.,140.0,32.0,5.0,3,1,3
2022,12,12,The Dram Shop Central,287.0,50.0,8.5,8,2,7
2022,12,12,The Dram Shop Front St.,50.0,0.0,0.0,2,1,2
2022,12,13,The Dram Shop Central,2427.5,174.75,234.75,118,25,81
2022,12,13,The Dram Shop Front St.,1284.25,19.5,102.0,59,11,44
2022,12,14,The Dram Shop Central,3649.32,22.06,404.63,190,65,125
2022,12,14,The Dram Shop Front St.,2036.39,112.81,216.7,111,22,67
2022,12,15,The Dram Shop Central,5448.1,117.5,708.45,290,97,191
2022,12,15,The Dram Shop Front St.,3377.0,188.75,392.0,187,60,118
2022,12,16,The Dram Shop Central,7888.13,159.0,1054.05,404,150,254
2022,12,16,The Dram Shop Front St.,5721.15,75.62,783.02,315,109,224
2022,12,17,The Dram Shop Central,9619.32,157.37,1325.69,460,213,307
2022,12,17,The Dram Shop Front St.,7585.25,170.6,948.85,383,154,272
2022,12,18,The Dram Shop Central,7952.75,221.0,1209.75,420,211,280
2022,12,18,The Dram Shop Front St.,8377.81,218.19,1354.25,417,193,310
2022,12,19,The Dram Shop Central,7345.82,84.37,1126.94,361,201,261
2022,12,19,The Dram Shop Front St.,6793.19,136.12,1095.56,381,165,275
2022,12,20,The Dram Shop Central,5817.3,56.18,896.98,300,165,204
2022,12,20,The Dram Shop Front St.,5353.08,186.37,975.7,291,150,211
2022,12,21,The Dram Shop Central,4978.03,104.8,804.63,242,117,145
2022,12,21,The Dram Shop Front St.,3796.59,151.54,593.15,215,107,143
2022,12,22,The Dram Shop Central,1435.18,39.37,233.55,53,40,44
2022,12,22,The Dram Shop Front St.,2359.44,142.56,397.75,114,60,70
2022,12,23,The Dram Shop Front St.,204.7,82.0,23.2,14,11,11
2023,1,10,The Dram Shop Front St.,49.88,16.62,0.0,1,1,1
2023,1,11,The Dram Shop Front St.,10.0,0.0,0.0,1,1,1
2023,1,12,The Dram Shop Central,340.18,0.0,26.5,14,4,11
2023,1,12,The Dram Shop Front St.,15.0,0.0,0.0,1,1,1
2023,1,13,The Dram Shop Central,937.75,3.5,143.5,52,22,42
2023,1,13,The Dram Shop Front St.,396.62,13.38,31.5,23,3,16
2023,1,14,The Dram Shop Central,1571.25,37.0,161.0,106,31,58
2023,1,14,The Dram Shop Front St.,1346.25,20.0,180.5,88,19,51
2023,1,15,The Dram Shop Central,3408.1,123.62,465.22,230,71,122
2023,1,15,The Dram Shop Front St.,2217.25,66.0,281.0,144,37,81
2023,1,16,The Dram Shop Central,7001.21,177.94,1024.4,393,161,244
2023,1,16,The Dram Shop Front St.,3906.08,36.32,506.4,261,75,171
2023,1,17,The Dram Shop Central,7842.05,63.0,1141.55,430,193,276
2023,1,17,The Dram Shop Front St.,7612.37,102.58,1104.95,425,175,296
2023,1,18,The Dram Shop Central,8999.74,149.76,1348.76,457,208,292
2023,1,18,The Dram Shop Front St.,8946.32,157.31,1482.13,495,232,355
2023,1,19,The Dram Shop Central,8159.97,198.5,1248.47,414,230,289
2023,1,19,The Dram Shop Front St.,6748.77,257.18,1096.2,380,178,269
2023,1,20,The Dram Shop Central,7151.53,124.17,1125.0,337,193,237
2023,1,20,The Dram Shop Front St.,5555.21,138.62,868.83,298,141,213
2023,1,21,The Dram Shop Central,3538.43,78.25,626.75,149,91,100
2023,1,21,The Dram Shop Front St.,4037.63,136.06,644.19,239,121,166
2023,1,22,The Dram Shop Central,620.75,25.25,126.0,27,19,20
2023,1,22,The Dram Shop Front St.,2132.06,111.54,345.35,115,72,84
2023,1,23,The Dram Shop Front St.,333.99,13.5,57.49,23,13,18
2023,2,10,The Dram Shop Central,19.5,9.5,0.0,5,1,1
2023,2,11,The Dram Shop Front St.,17.25,5.75,0.0,1,1,1
2023,2,12,The Dram Shop Central,320.0,16.0,29.75,18,4,13
2023,2,13,The Dram Shop Central,1014.0,15.0,129.75,57,22,46
2023,2,13,The Dram Shop Front St.,533.85,64.0,58.1,37,7,27
2023,2,14,The Dram Shop Central,2102.9,20.6,313.5,116,53,83
2023,2,14,The Dram Shop Front St.,1532.5,39.75,215.25,93,31,67
2023,2,15,The Dram Shop Central,3803.2,43.4,544.35,225,93,134
2023,2,15,The Dram Shop Front St.,2420.15,120.0,336.9,166,49,104
2023,2,16,The Dram Shop Central,5754.5,55.5,837.25,331,157,219
2023,2,16,The Dram Shop Front St.,4603.4,83.38,663.53,274,103,194
2023,2,17,The Dram Shop Central,8479.7,131.5,1279.95,459,225,319
2023,2,17,The Dram Shop Front St.,6952.32,148.93,1052.75,410,183,303
2023,2,18,The Dram Shop Central,9122.65,78.47,1370.38,503,264,344
2023,2,18,The Dram Shop Front St.,9067.62,155.38,1467.5,473,232,346
2023,2,19,The Dram Shop Central,8065.85,199.65,1301.0,374,232,279
2023,2,19,The Dram Shop Front St.,7688.64,99.06,1216.7,392,198,280
2023,2,20,The Dram Shop Central,7508.31,108.94,1274.2,336,216,257
2023,2,20,The Dram Shop Front St.,5171.45,120.0,926.2,282,142,216
2023,2,21,The Dram Shop Central,3518.29,174.26,564.3,159,86,101
2023,2,21,The Dram Shop Front St.,4258.63,127.5,702.88,242,130,176
2023,2,22,The Dram Shop Central,584.42,5.88,107.3,23,19,21
2023,2,22,The Dram Shop Front St.,2665.77,158.93,459.45,142,88,98
2023,2,23,The Dram Shop Front St.,239.9,0.0,44.4,8,8,8
2023,3,12,The Dram Shop Central,126.5,0.0,18.0,6,2,6
2023,3,12,The Dram Shop Front St.,10.5,0.0,0.0,1,1,1
2023,3,13,The Dram Shop Central,1064.25,9.1,109.6,55,21,36
2023,3,13,The Dram Shop Front St.,542.5,6.0,50.5,43,7,28
2023,3,14,The Dram Shop Central,2517.75,155.75,360.0,152,66,103
2023,3,14,The Dram Shop Front St.,1732.6,55.9,202.5,93,23,60
2023,3,15,The Dram Shop Central,4614.7,60.25,658.2,232,92,167
2023,3,15,The Dram Shop Front St.,3145.48,131.84,354.82,146,54,99
2023,3,16,The Dram Shop Central,6915.73,121.37,1037.6,395,182,255
2023,3,16,The Dram Shop Front St.,4558.65,111.75,600.65,276,95,186
2023,3,17,The Dram Shop Central,9566.1,145.15,1403.75,543,255,357
2023,3,17,The Dram Shop Front St.,6130.83,110.87,916.45,388,159,282
2023,3,18,The Dram Shop Central,10023.88,208.62,1568.5,519,267,353
2023,3,18,The Dram Shop Front St.,8752.04,224.38,1404.92,501,227,355
2023,3,19,The Dram Shop Central,10141.23,164.25,1607.98,469,278,342
2023,3,19,The Dram Shop Front St.,8608.2,180.25,1360.2,486,209,339
2023,3,20,The Dram Shop Central,8263.57,109.23,1355.8,380,236,283
2023,3,20,The Dram Shop Front St.,7351.0,182.45,1205.45,391,183,269
2023,3,21,The Dram Shop Central,4940.28,190.22,857.75,189,118,130
2023,3,21,The Dram Shop Front St.,4773.9,453.0,814.9,281,156,200
2023,3,22,The Dram Shop Central,603.2,20.5,110.7,19,16,16
2023,3,22,The Dram Shop Front St.,2357.01,153.58,438.09,129,63,82
2023,3,23,The Dram Shop Front St.,132.25,0.0,23.0,5,5,5
2023,4,7,The Dram Shop Front St.,45.0,0.0,0.0,3,1,1
2023,4,9,The Dram Shop Front St.,250.0,100.0,0.0,2,1,2
2023,4,11,The Dram Shop Central,0.0,250.0,0.0,1,1,1
2023,4,11,The Dram Shop Front St.,40.0,0.0,0.0,1,1,1
2023,4,12,The Dram Shop Central,279.5,6.5,19.0,20,5,8
2023,4,12,The Dram Shop Front St.,50.0,0.0,0.0,1,1,1
2023,4,13,The Dram Shop Central,1215.16,44.6,160.51,64,27,52
2023,4,13,The Dram Shop Front St.,717.44,5.31,99.0,51,11,33
2023,4,14,The Dram Shop Central,2052.5,20.75,314.0,129,50,94
2023,4,14,The Dram Shop Front St.,2395.35,32.5,307.6,146,40,88
2023,4,15,The Dram Shop Central,4649.0,152.97,673.72,288,115,198
2023,4,15,The Dram Shop Front St.,2708.72,57.78,386.75,196,59,122
2023,4,16,The Dram Shop Central,6998.59,114.74,1004.08,399,179,271
2023,4,16,The Dram Shop Front St.,5152.05,292.45,790.0,324,106,230
2023,4,17,Catering - Dram Shop Front,16.0,0.0,1.0,4,1,3
2023,4,17,The Dram Shop Central,8838.56,108.62,1306.93,503,242,338
2023,4,17,The Dram Shop Front St.,7745.81,214.95,1094.26,468,171,314
2023,4,18,Catering - Dram Shop Front,116.2,0.0,6.2,12,1,4
2023,4,18,The Dram Shop Central,10163.33,224.82,1606.4,547,290,391
2023,4,18,The Dram Shop Front St.,10510.91,746.07,1669.23,587,270,433
2023,4,19,Catering - Dram Shop Front,147.5,0.0,15.5,13,3,8
2023,4,19,The Dram Shop Central,10437.5,181.9,1624.4,490,289,365
2023,4,19,The Dram Shop Front St.,9027.67,201.98,1486.15,573,218,413
2023,4,20,Catering - Dram Shop Front,64.4,0.0,8.4,1,1,1
2023,4,20,The Dram Shop Central,8452.6,114.6,1264.7,390,233,300
2023,4,20,The Dram Shop Front St.,8316.42,200.77,1307.19,501,226,355
2023,4,21,The Dram Shop Central,4792.98,190.62,834.1,244,138,161
2023,4,21,The Dram Shop Front St.,6090.7,153.2,1064.15,351,177,248
2023,4,22,The Dram Shop Central,1180.7,49.9,216.6,48,38,39
2023,4,22,The Dram Shop Front St.,2887.39,132.21,513.1,153,97,117
2023,4,23,The Dram Shop Front St.,302.2,47.0,75.7,19,17,16
2023,5,10,The Dram Shop Front St.,97.25,15.75,0.0,2,1,2
2023,5,11,The Dram Shop Central,0.0,50.0,0.0,1,1,1
2023,5,12,The Dram Shop Central,5.0,1.0,0.0,1,1,1
2023,5,12,The Dram Shop Front St.,0.0,0.0,0.0,1,1,1
