date,hour,location,total_money,total_discount_money,total_tip_money,items,transactions,identified_customers,square_unique_ids
2017-04-25,17,The Dram Shop Front St.,167.0,20.0,16.0,28,15,9,1
2017-04-25,18,The Dram Shop Front St.,164.5,25.0,22.5,32,19,10,1
2017-04-25,19,The Dram Shop Front St.,305.5,29.0,56.5,54,27,20,1
2017-04-25,20,The Dram Shop Front St.,271.25,5.0,44.0,44,17,16,1
2017-04-25,21,The Dram Shop Front St.,159.0,20.5,29.5,30,10,10,1
2017-04-25,22,The Dram Shop Front St.,31.0,0.0,5.0,4,3,2,1
2017-04-26,13,The Dram Shop Front St.,178.0,0.0,7.0,3,2,2,0
2017-04-26,14,The Dram Shop Front St.,4.5,0.0,0.0,1,1,1,1
2017-04-26,15,The Dram Shop Front St.,119.0,0.0,12.0,16,7,5,1
2017-04-26,16,The Dram Shop Front St.,100.5,0.0,13.0,16,8,5,1
2017-04-26,17,The Dram Shop Front St.,396.0,0.0,46.0,63,31,19,1
2017-04-26,18,The Dram Shop Front St.,300.0,9.5,24.0,45,25,19,1
2017-04-26,19,The Dram Shop Front St.,143.5,0.0,18.5,19,10,7,1
2017-04-26,20,The Dram Shop Front St.,179.0,0.0,19.25,28,15,7,1
2017-04-26,21,The Dram Shop Front St.,321.75,0.0,54.5,51,28,25,1
2017-04-26,22,The Dram Shop Front St.,22.5,15.0,8.0,4,2,2,1
2017-04-27,13,The Dram Shop Front St.,4.5,0.0,0.0,1,1,1,1
2017-04-27,14,The Dram Shop Front St.,52.25,0.0,7.0,6,3,3,1
2017-04-27,15,The Dram Shop Front St.,79.0,0.0,2.0,15,12,4,1
2017-04-27,16,The Dram Shop Front St.,198.75,6.0,26.0,31,18,11,1
2017-04-27,17,The Dram Shop Front St.,530.75,0.0,80.5,80,28,25,1
2017-04-27,18,The Dram Shop Front St.,303.25,9.5,38.5,55,25,12,1
2017-04-27,19,The Dram Shop Front St.,254.0,0.0,28.0,37,21,13,1
2017-04-27,20,The Dram Shop Front St.,173.85,0.0,22.1,35,14,11,1
2017-04-27,21,The Dram Shop Front St.,334.0,15.0,60.5,49,19,17,1
2017-04-27,22,The Dram Shop Front St.,59.0,0.0,11.0,9,3,3,0
2017-04-28,12,The Dram Shop Front St.,17.0,0.0,0.0,2,1,1,1
2017-04-28,13,The Dram Shop Front St.,86.62,3.38,9.0,10,4,4,1
2017-04-28,14,The Dram Shop Front St.,79.0,0.0,15.0,12,5,5,1
2017-04-28,15,The Dram Shop Front St.,253.5,0.0,32.5,30,13,9,1
2017-04-28,16,The Dram Shop Front St.,211.0,0.0,19.0,35,20,8,1
2017-04-28,17,The Dram Shop Front St.,403.4,0.0,65.15,68,22,15,1
2017-04-28,18,The Dram Shop Front St.,591.75,17.5,72.5,98,47,25,1
2017-04-28,19,The Dram Shop Front St.,755.6,11.25,92.1,98,42,30,1
2017-04-28,20,The Dram Shop Front St.,427.0,0.0,63.0,58,26,20,1
2017-04-28,21,The Dram Shop Front St.,431.7,0.0,60.2,70,26,22,1
2017-04-29,12,The Dram Shop Front St.,42.0,0.0,4.0,6,3,3,1
2017-04-29,13,The Dram Shop Front St.,60.5,0.0,2.0,10,8,2,1
2017-04-29,14,The Dram Shop Front St.,121.31,2.19,9.0,16,10,6,1
2017-04-29,15,The Dram Shop Front St.,191.25,0.0,7.0,22,11,5,1
2017-04-29,16,The Dram Shop Front St.,232.0,6.0,16.5,31,13,12,1
2017-04-29,17,The Dram Shop Front St.,436.0,0.0,33.0,59,27,14,1
2017-04-29,18,The Dram Shop Front St.,407.38,11.62,64.5,67,23,21,1
2017-04-29,19,The Dram Shop Front St.,401.25,4.25,50.5,61,34,20,1
2017-04-29,20,The Dram Shop Front St.,415.75,0.0,72.5,60,20,14,1
2017-04-29,21,The Dram Shop Front St.,321.5,0.0,32.0,37,21,16,1
2017-04-29,22,The Dram Shop Front St.,35.5,0.0,5.0,5,3,3,0
2017-04-30,11,The Dram Shop Front St.,27.63,9.37,0.0,4,1,1,1
2017-04-30,13,The Dram Shop Front St.,66.25,2.75,9.0,15,7,5,1
2017-04-30,14,The Dram Shop Front St.,274.75,0.0,39.0,36,17,14,1
2017-04-30,15,The Dram Shop Front St.,151.5,0.0,10.5,27,13,7,1
2017-04-30,16,The Dram Shop Front St.,103.02,0.0,7.52,22,10,6,1
2017-04-30,17,The Dram Shop Front St.,225.25,0.0,33.0,26,11,9,1
2017-04-30,18,The Dram Shop Front St.,318.25,4.5,43.0,52,27,17,1
2017-04-30,19,The Dram Shop Front St.,153.0,0.0,15.0,27,6,5,1
2017-05-01,14,The Dram Shop Front St.,43.5,9.5,7.0,7,5,3,1
2017-05-01,15,The Dram Shop Front St.,138.25,257.5,11.0,29,9,5,1
2017-05-01,16,The Dram Shop Front St.,146.5,23.0,17.0,27,13,8,1
2017-05-01,17,The Dram Shop Front St.,322.5,45.5,32.5,54,36,19,1
2017-05-01,18,The Dram Shop Front St.,307.75,51.25,39.25,61,36,22,1
2017-05-01,19,The Dram Shop Front St.,306.25,53.75,50.75,59,30,21,1
2017-05-01,20,The Dram Shop Front St.,260.0,43.0,32.5,50,24,16,1
2017-05-01,21,The Dram Shop Front St.,194.0,39.0,34.0,40,15,9,1
2017-05-01,22,The Dram Shop Front St.,7.12,2.38,0.0,1,1,1,1
2017-05-02,12,The Dram Shop Front St.,15.5,0.0,3.0,2,1,1,0
2017-05-02,13,The Dram Shop Front St.,24.0,9.0,3.0,4,3,2,1
2017-05-02,14,The Dram Shop Front St.,15.0,0.0,4.0,2,1,1,0
2017-05-02,15,The Dram Shop Front St.,62.0,0.0,10.5,9,6,5,1
2017-05-02,16,The Dram Shop Front St.,106.6,13.62,14.22,19,10,7,1
2017-05-02,17,The Dram Shop Front St.,210.0,27.0,27.5,36,24,16,1
2017-05-02,18,The Dram Shop Front St.,394.75,4.5,53.5,63,31,19,1
2017-05-02,19,The Dram Shop Front St.,259.0,27.0,27.5,47,29,15,1
2017-05-02,20,The Dram Shop Front St.,224.0,9.0,30.5,41,21,12,1
2017-05-02,21,The Dram Shop Front St.,610.5,9.0,100.5,101,40,29,1
2017-05-02,22,The Dram Shop Front St.,340.25,36.0,63.75,54,9,8,1
2017-05-03,12,The Dram Shop Front St.,61.0,0.0,10.0,5,1,1,0
2017-05-03,13,The Dram Shop Front St.,31.5,0.0,3.0,4,3,3,1
2017-05-03,14,The Dram Shop Front St.,67.0,2.5,0.0,5,5,2,1
2017-05-03,15,The Dram Shop Front St.,80.0,0.0,11.0,11,8,6,1
2017-05-03,16,The Dram Shop Front St.,481.25,2.0,44.0,47,35,22,1
2017-05-03,17,The Dram Shop Front St.,626.5,9.0,69.5,54,36,24,1
2017-05-03,18,The Dram Shop Front St.,680.75,0.0,84.0,58,35,26,1
2017-05-03,19,The Dram Shop Front St.,789.25,0.0,93.0,72,43,28,1
2017-05-03,20,The Dram Shop Front St.,823.02,0.0,117.52,95,44,32,1
2017-05-03,21,The Dram Shop Front St.,237.5,0.0,31.0,37,23,17,1
2017-05-03,22,The Dram Shop Front St.,60.0,0.0,12.0,10,5,5,0
2017-05-04,12,The Dram Shop Front St.,4.5,0.0,0.0,1,1,1,1
2017-05-04,13,The Dram Shop Front St.,22.5,0.0,4.0,4,3,3,1
2017-05-04,14,The Dram Shop Front St.,73.0,0.0,6.5,11,7,4,1
2017-05-04,15,The Dram Shop Front St.,94.5,0.0,8.0,12,7,4,1
2017-05-04,16,The Dram Shop Front St.,291.5,59.25,26.5,42,21,11,1
2017-05-04,17,The Dram Shop Front St.,374.0,2.25,33.5,50,33,16,1
2017-05-04,18,The Dram Shop Front St.,490.0,0.0,68.0,70,35,24,1
2017-05-04,19,The Dram Shop Front St.,579.0,0.0,83.0,74,36,26,1
2017-05-04,20,The Dram Shop Front St.,487.75,21.0,67.25,66,36,24,1
2017-05-04,21,The Dram Shop Front St.,331.75,0.0,48.25,55,33,22,1
2017-05-04,22,The Dram Shop Front St.,151.25,3.25,22.0,24,12,11,1
2017-05-05,12,The Dram Shop Front St.,16.5,0.0,3.0,3,3,2,1
2017-05-05,13,The Dram Shop Front St.,73.62,16.88,7.0,13,9,5,1
2017-05-05,14,The Dram Shop Front St.,100.5,34.0,15.0,22,14,7,1
2017-05-05,15,The Dram Shop Front St.,100.5,13.0,13.0,19,13,7,1
2017-05-05,16,The Dram Shop Front St.,281.5,12.5,24.0,46,30,14,1
2017-05-05,17,The Dram Shop Front St.,486.75,47.38,54.38,89,51,28,1
2017-05-05,18,The Dram Shop Front St.,509.0,50.5,80.0,85,42,28,1
2017-05-05,19,The Dram Shop Front St.,421.5,74.5,57.5,85,40,28,1
2017-05-05,20,The Dram Shop Front St.,411.5,44.5,66.0,72,41,25,1
2017-05-05,21,The Dram Shop Front St.,559.5,112.5,86.5,96,43,34,1
2017-05-05,22,The Dram Shop Front St.,200.5,37.0,48.5,30,16,15,1
2017-05-06,11,The Dram Shop Front St.,13.0,0.0,2.0,2,2,2,1
2017-05-06,12,The Dram Shop Front St.,93.5,0.0,13.0,11,7,6,1
2017-05-06,13,The Dram Shop Front St.,218.75,0.0,18.25,25,12,10,1
2017-05-06,14,The Dram Shop Front St.,144.5,0.0,16.5,21,15,11,1
2017-05-06,15,The Dram Shop Front St.,188.5,7.5,20.0,26,14,11,1
2017-05-06,16,The Dram Shop Front St.,161.0,5.25,11.0,25,15,5,1
2017-05-06,17,The Dram Shop Front St.,225.25,14.0,21.5,45,23,10,1
2017-05-06,18,The Dram Shop Front St.,346.25,10.75,49.0,52,25,13,1
2017-05-06,19,The Dram Shop Front St.,292.5,0.0,33.0,40,20,11,1
2017-05-06,20,The Dram Shop Front St.,235.5,0.0,19.5,34,25,12,1
2017-05-06,21,The Dram Shop Front St.,249.25,0.0,35.25,37,19,17,1
2017-05-06,22,The Dram Shop Front St.,132.5,0.0,19.0,19,7,7,0
2017-05-07,13,The Dram Shop Front St.,38.25,0.0,8.0,5,3,3,1
2017-05-07,14,The Dram Shop Front St.,80.5,0.0,5.0,13,5,2,1
2017-05-07,15,The Dram Shop Front St.,226.25,26.0,31.5,28,17,13,1
2017-05-07,16,The Dram Shop Front St.,272.25,2.5,41.0,37,12,11,1
2017-05-07,17,The Dram Shop Front St.,222.0,0.0,27.0,31,15,9,1
2017-05-07,18,The Dram Shop Front St.,133.0,0.0,14.0,19,12,7,1
2017-05-07,19,The Dram Shop Front St.,85.5,0.0,12.0,10,5,4,1
2017-05-08,12,The Dram Shop Front St.,2.0,0.0,0.0,1,1,1,1
2017-05-08,13,The Dram Shop Front St.,3.0,2.0,0.0,1,1,1,1
2017-05-08,14,The Dram Shop Front St.,48.0,8.5,1.0,9,6,2,1
2017-05-08,15,The Dram Shop Front St.,81.5,20.0,6.0,16,12,5,1
2017-05-08,16,The Dram Shop Front St.,183.0,26.5,14.0,32,24,10,1
2017-05-08,17,The Dram Shop Front St.,196.0,41.0,27.0,42,26,14,1
2017-05-08,18,The Dram Shop Front St.,239.25,62.75,40.5,52,27,19,1
2017-05-08,19,The Dram Shop Front St.,243.3,78.5,39.3,58,33,20,1
2017-05-08,20,The Dram Shop Front St.,276.25,46.5,41.0,50,27,19,1
2017-05-08,21,The Dram Shop Front St.,207.75,50.75,38.5,43,19,17,1
2017-05-08,22,The Dram Shop Front St.,91.5,5.25,16.0,13,4,4,0
2017-05-09,12,The Dram Shop Front St.,17.0,0.0,2.0,2,2,2,1
2017-05-09,13,The Dram Shop Front St.,50.0,8.5,4.0,6,5,3,1
2017-05-09,14,The Dram Shop Front St.,16.5,0.0,3.5,3,2,2,0
2017-05-09,15,The Dram Shop Front St.,78.0,3.5,13.0,12,9,6,1
2017-05-09,16,The Dram Shop Front St.,106.0,4.5,8.5,19,14,6,1
2017-05-09,17,The Dram Shop Front St.,218.75,4.5,15.75,35,25,11,1
2017-05-09,18,The Dram Shop Front St.,265.25,4.5,34.0,47,29,17,1
2017-05-09,19,The Dram Shop Front St.,388.25,4.5,60.0,64,31,21,1
2017-05-09,20,The Dram Shop Front St.,286.5,0.0,29.5,43,28,14,1
2017-05-09,21,The Dram Shop Front St.,441.75,4.0,46.5,75,32,19,1
2017-05-09,22,The Dram Shop Front St.,44.0,4.0,7.5,7,3,3,0
2017-05-10,13,The Dram Shop Front St.,36.0,0.0,2.0,4,3,3,1
2017-05-10,14,The Dram Shop Front St.,13.0,0.0,3.0,2,2,2,2
2017-05-10,15,The Dram Shop Front St.,84.0,0.0,6.5,15,8,5,5
2017-05-10,16,The Dram Shop Front St.,198.0,0.0,31.5,32,19,15,15
2017-05-10,17,The Dram Shop Front St.,233.5,0.0,23.0,28,17,13,13
2017-05-10,18,The Dram Shop Front St.,448.7,0.0,50.7,64,19,17,17
2017-05-10,19,The Dram Shop Front St.,141.5,4.0,20.5,25,11,9,9
2017-05-10,20,The Dram Shop Front St.,217.25,6.5,31.0,38,28,18,18
2017-05-10,21,The Dram Shop Front St.,319.25,2.5,49.0,51,21,17,17
2017-05-10,22,The Dram Shop Front St.,64.0,0.0,9.5,10,7,7,7
2017-05-11,8,The Dram Shop Front St.,0.0,50.0,0.0,1,1,1,1
2017-05-11,11,The Dram Shop Front St.,0.0,30.0,0.0,2,1,1,1
2017-05-11,12,The Dram Shop Front St.,82.75,0.0,7.5,9,7,6,6
2017-05-11,13,The Dram Shop Front St.,67.0,5.0,7.0,11,9,7,7
2017-05-11,14,The Dram Shop Front St.,125.5,0.0,18.0,17,9,7,7
2017-05-11,15,The Dram Shop Front St.,148.25,0.0,12.5,22,18,11,11
2017-05-11,16,The Dram Shop Front St.,112.0,0.0,11.0,19,11,8,8
2017-05-11,17,The Dram Shop Front St.,341.5,9.0,39.0,49,31,17,17
2017-05-11,18,The Dram Shop Front St.,200.37,6.13,20.0,38,25,14,14
2017-05-11,19,The Dram Shop Front St.,282.5,0.0,33.5,45,21,15,15
2017-05-11,20,The Dram Shop Front St.,252.25,6.5,38.5,42,23,21,21
2017-05-11,21,The Dram Shop Front St.,529.5,0.0,80.5,71,30,25,25
2017-05-11,22,The Dram Shop Front St.,89.5,0.0,11.5,14,5,5,5
2017-05-12,12,The Dram Shop Front St.,30.0,0.0,0.0,3,1,1,1
2017-05-12,13,The Dram Shop Front St.,129.75,0.0,8.0,20,13,7,7
2017-05-12,14,The Dram Shop Front St.,64.75,8.5,4.0,14,10,4,4
2017-05-12,15,The Dram Shop Front St.,130.25,0.0,12.5,28,25,8,8
2017-05-12,16,The Dram Shop Front St.,370.0,0.0,34.0,63,41,23,23
2017-05-12,17,The Dram Shop Front St.,446.25,0.0,45.0,60,31,17,17
2017-05-12,18,The Dram Shop Front St.,409.25,0.0,57.5,57,24,19,19
2017-05-12,19,The Dram Shop Front St.,439.25,11.75,62.0,68,28,24,24
2017-05-12,20,The Dram Shop Front St.,318.25,0.0,42.0,49,26,18,19
2017-05-12,21,The Dram Shop Front St.,422.5,0.0,68.75,63,26,22,22
2017-05-12,22,The Dram Shop Front St.,129.5,0.0,14.5,17,6,6,6
2017-05-13,11,The Dram Shop Front St.,0.0,0.0,0.0,,1,1,1
2017-05-13,12,The Dram Shop Front St.,139.7,10.8,1.0,11,6,4,4
2017-05-13,13,The Dram Shop Front St.,281.25,17.75,35.25,40,20,13,13
2017-05-13,14,The Dram Shop Front St.,259.0,4.0,20.0,28,15,11,11
2017-05-13,15,The Dram Shop Front St.,233.25,6.5,14.0,38,18,9,9
2017-05-13,16,The Dram Shop Front St.,331.5,1.75,25.5,48,23,14,14
2017-05-13,17,The Dram Shop Front St.,369.15,13.85,37.75,49,23,9,9
2017-05-13,18,The Dram Shop Front St.,180.75,2.75,13.5,33,16,8,8
2017-05-13,19,The Dram Shop Front St.,311.75,15.75,30.5,45,20,13,13
2017-05-13,20,The Dram Shop Front St.,388.0,10.0,45.5,59,27,16,16
2017-05-13,21,The Dram Shop Front St.,370.75,24.0,57.5,59,29,18,18
2017-05-14,12,The Dram Shop Front St.,31.0,0.0,5.0,4,2,2,2
2017-05-14,13,The Dram Shop Front St.,174.5,0.0,6.0,16,9,5,5
2017-05-14,14,The Dram Shop Front St.,238.5,0.0,21.5,21,11,9,9
2017-05-14,15,The Dram Shop Front St.,128.63,16.37,9.0,22,11,6,6
2017-05-14,16,The Dram Shop Front St.,352.06,3.94,35.75,46,26,18,18
2017-05-14,17,The Dram Shop Front St.,446.75,5.0,56.5,64,24,18,18
2017-05-14,18,The Dram Shop Front St.,310.75,5.0,31.5,40,15,9,9
2017-05-14,19,The Dram Shop Front St.,88.5,0.0,12.0,11,2,2,2
2017-05-15,12,The Dram Shop Front St.,10.0,3.0,2.0,3,2,2,2
2017-05-15,13,The Dram Shop Front St.,12.0,5.5,3.0,3,2,2,2
2017-05-15,14,The Dram Shop Front St.,56.5,3.0,9.0,8,4,4,4
2017-05-15,15,The Dram Shop Front St.,52.0,14.5,7.0,10,6,5,5
2017-05-15,16,The Dram Shop Front St.,154.75,32.0,16.0,30,19,10,10
2017-05-15,17,The Dram Shop Front St.,161.75,44.5,16.0,36,22,12,12
2017-05-15,18,The Dram Shop Front St.,314.5,82.5,50.5,66,33,17,17
2017-05-15,19,The Dram Shop Front St.,387.5,114.5,42.0,92,58,25,25
2017-05-15,20,The Dram Shop Front St.,324.5,82.0,55.5,67,36,24,24
2017-05-15,21,The Dram Shop Front St.,196.0,60.0,36.5,43,23,15,16
2017-05-15,22,The Dram Shop Front St.,97.5,39.0,20.0,23,10,8,8
2017-05-16,12,The Dram Shop Front St.,71.0,0.0,1.0,6,4,2,2
2017-05-16,14,The Dram Shop Front St.,14.5,0.0,1.0,3,3,2,2
2017-05-16,15,The Dram Shop Front St.,29.5,0.0,1.0,4,3,2,2
2017-05-16,16,The Dram Shop Front St.,139.75,13.5,7.0,24,15,4,4
2017-05-16,17,The Dram Shop Front St.,255.5,37.0,40.25,41,22,14,14
2017-05-16,18,The Dram Shop Front St.,422.75,13.5,49.0,61,32,17,17
2017-05-16,19,The Dram Shop Front St.,206.75,22.5,26.5,38,21,13,13
2017-05-16,20,The Dram Shop Front St.,220.5,18.0,30.0,34,17,11,11
2017-05-16,21,The Dram Shop Front St.,215.0,23.25,34.0,34,12,12,12
2017-05-16,22,The Dram Shop Front St.,20.75,12.25,0.0,9,1,1,1
2017-05-17,14,The Dram Shop Front St.,26.0,0.0,3.0,5,2,2,2
2017-05-17,15,The Dram Shop Front St.,68.25,0.0,2.0,8,5,1,1
2017-05-17,16,The Dram Shop Front St.,83.0,0.0,12.25,14,8,6,6
2017-05-17,17,The Dram Shop Front St.,159.75,6.5,21.0,21,15,11,11
2017-05-17,18,The Dram Shop Front St.,105.25,12.0,15.0,18,7,5,5
2017-05-17,19,The Dram Shop Front St.,1287.52,111.48,99.0,68,25,22,22
2017-05-17,20,The Dram Shop Front St.,218.5,0.0,26.0,28,16,11,11
2017-05-17,21,The Dram Shop Front St.,258.75,0.0,32.0,38,19,16,16
2017-05-17,22,The Dram Shop Front St.,22.0,0.0,0.0,5,2,2,2
2017-05-18,12,The Dram Shop Front St.,20.0,0.0,0.0,1,1,1,1
2017-05-18,13,The Dram Shop Front St.,16.5,0.0,3.0,3,4,3,3
2017-05-18,14,The Dram Shop Front St.,58.0,0.0,6.0,9,5,3,3
2017-05-18,15,The Dram Shop Front St.,118.0,0.0,10.0,16,9,5,5
2017-05-18,16,The Dram Shop Front St.,151.0,0.0,15.5,29,15,7,7
2017-05-18,17,The Dram Shop Front St.,154.5,0.0,11.0,29,16,6,6
2017-05-18,18,The Dram Shop Front St.,359.0,0.0,52.0,57,30,22,22
2017-05-18,19,The Dram Shop Front St.,284.5,0.0,32.5,50,28,18,18
2017-05-18,20,The Dram Shop Front St.,317.0,3.25,39.0,53,33,19,19
2017-05-18,21,The Dram Shop Front St.,389.65,10.5,60.4,61,38,23,23
2017-05-18,22,The Dram Shop Front St.,77.0,0.0,15.0,12,5,5,5
2017-05-19,9,The Dram Shop Front St.,50.0,0.0,0.0,1,1,1,1
2017-05-19,12,The Dram Shop Front St.,80.63,9.62,8.5,8,6,4,4
2017-05-19,14,The Dram Shop Front St.,64.5,0.0,5.0,11,8,3,3
2017-05-19,15,The Dram Shop Front St.,91.0,0.0,3.0,14,8,4,4
2017-05-19,16,The Dram Shop Front St.,320.75,0.0,29.5,44,23,12,12
2017-05-19,17,The Dram Shop Front St.,423.0,5.0,59.75,62,36,26,26
2017-05-19,18,The Dram Shop Front St.,349.75,0.0,48.0,58,24,17,17
2017-05-19,19,The Dram Shop Front St.,461.5,0.0,68.5,70,30,20,20
2017-05-19,20,The Dram Shop Front St.,466.1,0.0,76.35,71,29,24,24
2017-05-19,21,The Dram Shop Front St.,507.5,0.0,63.5,72,34,27,27
2017-05-19,22,The Dram Shop Front St.,138.25,8.25,37.0,19,8,6,6
2017-05-20,12,The Dram Shop Front St.,23.0,0.0,2.0,5,3,2,2
2017-05-20,13,The Dram Shop Front St.,184.0,0.0,22.5,19,11,7,7
2017-05-20,14,The Dram Shop Front St.,237.5,5.0,12.0,33,15,5,5
2017-05-20,15,The Dram Shop Front St.,333.5,0.0,29.0,42,20,15,15
2017-05-20,16,The Dram Shop Front St.,452.4,8.35,35.25,71,33,20,20
2017-05-20,17,The Dram Shop Front St.,275.5,3.0,29.0,41,21,10,10
2017-05-20,18,The Dram Shop Front St.,403.0,0.0,39.0,49,26,15,15
2017-05-20,19,The Dram Shop Front St.,133.5,0.0,18.5,20,12,8,8
2017-05-20,20,The Dram Shop Front St.,164.25,0.0,21.0,29,17,14,14
2017-05-20,21,The Dram Shop Front St.,350.25,0.0,60.75,57,28,25,25
2017-05-20,22,The Dram Shop Front St.,42.5,0.0,8.0,6,3,3,3
2017-05-21,12,The Dram Shop Front St.,117.25,0.0,9.0,8,6,5,5
2017-05-21,14,The Dram Shop Front St.,138.5,0.0,13.0,19,11,6,6
2017-05-21,15,The Dram Shop Front St.,299.75,16.25,40.5,41,21,16,16
2017-05-21,16,The Dram Shop Front St.,313.0,0.0,43.25,45,19,17,17
2017-05-21,17,The Dram Shop Front St.,150.5,0.0,17.5,23,11,7,7
2017-05-21,18,The Dram Shop Front St.,140.75,0.0,22.0,23,14,10,10
2017-05-21,19,The Dram Shop Front St.,24.5,0.0,2.0,5,3,3,3
2017-05-22,12,The Dram Shop Front St.,77.75,3.5,2.0,6,4,3,3
2017-05-22,13,The Dram Shop Front St.,4.0,1.5,1.0,1,1,1,1
2017-05-22,14,The Dram Shop Front St.,68.0,2.0,1.0,9,7,3,3
2017-05-22,15,The Dram Shop Front St.,27.75,5.0,4.0,7,4,3,3
2017-05-22,16,The Dram Shop Front St.,178.0,19.0,22.0,23,14,8,8
2017-05-22,17,The Dram Shop Front St.,283.25,86.5,44.0,59,19,15,15
2017-05-22,18,The Dram Shop Front St.,243.5,50.0,46.25,56,23,18,18
2017-05-22,19,The Dram Shop Front St.,240.25,64.5,45.5,48,29,21,21
2017-05-22,20,The Dram Shop Front St.,171.0,59.5,22.0,44,28,12,12
2017-05-22,21,The Dram Shop Front St.,244.5,66.25,38.0,48,28,15,15
2017-05-22,22,The Dram Shop Front St.,46.12,22.63,7.0,12,4,3,3
2017-05-23,12,The Dram Shop Front St.,18.5,0.0,2.0,4,4,3,3
2017-05-23,13,The Dram Shop Front St.,15.75,0.0,0.0,3,3,1,1
2017-05-23,14,The Dram Shop Front St.,128.75,4.5,5.0,13,5,4,4
2017-05-23,15,The Dram Shop Front St.,45.5,0.0,3.0,5,5,3,3
2017-05-23,16,The Dram Shop Front St.,89.25,14.5,14.0,16,11,6,6
2017-05-23,17,The Dram Shop Front St.,344.0,35.0,42.75,56,28,17,17
2017-05-23,18,The Dram Shop Front St.,284.5,29.25,34.0,48,20,14,14
2017-05-23,19,The Dram Shop Front St.,268.25,21.5,35.5,44,22,17,17
2017-05-23,20,The Dram Shop Front St.,285.5,10.0,43.5,49,24,21,21
2017-05-23,21,The Dram Shop Front St.,112.5,5.0,11.0,19,9,6,6
2017-05-23,22,The Dram Shop Front St.,9.0,0.0,1.0,1,1,1,1
2017-05-24,12,The Dram Shop Front St.,40.88,4.12,2.0,7,5,5,5
2017-05-24,13,The Dram Shop Front St.,71.88,23.62,4.0,14,8,4,4
2017-05-24,14,The Dram Shop Front St.,19.5,0.0,1.5,4,2,2,2
2017-05-24,15,The Dram Shop Front St.,78.0,0.0,3.0,12,5,4,4
2017-05-24,16,The Dram Shop Front St.,124.0,0.0,6.5,23,11,7,7
2017-05-24,17,The Dram Shop Front St.,365.75,11.75,47.5,58,21,14,14
2017-05-24,18,The Dram Shop Front St.,604.0,0.0,70.0,84,35,22,22
2017-05-24,19,The Dram Shop Front St.,389.5,0.0,37.25,50,31,19,19
2017-05-24,20,The Dram Shop Front St.,131.5,0.0,12.0,23,12,8,8
2017-05-24,21,The Dram Shop Front St.,247.25,0.0,38.0,41,19,15,15
2017-05-24,22,The Dram Shop Front St.,50.5,0.0,7.0,10,5,5,5
2017-05-25,12,The Dram Shop Front St.,31.0,9.5,1.0,5,2,2,2
2017-05-25,13,The Dram Shop Front St.,34.0,5.0,6.0,5,4,4,4
2017-05-25,14,The Dram Shop Front St.,58.75,18.0,6.0,15,6,4,4
2017-05-25,15,The Dram Shop Front St.,92.0,13.0,10.0,12,6,3,3
2017-05-25,16,The Dram Shop Front St.,128.25,14.0,12.5,33,17,7,7
2017-05-25,17,The Dram Shop Front St.,246.5,53.5,30.75,44,24,15,15
2017-05-25,18,The Dram Shop Front St.,230.25,77.25,35.5,53,22,10,10
2017-05-25,19,The Dram Shop Front St.,338.95,55.0,47.2,61,36,22,22
2017-05-25,20,The Dram Shop Front St.,318.12,55.38,48.5,66,38,24,24
2017-05-25,21,The Dram Shop Front St.,180.0,12.5,26.0,35,18,13,13
2017-05-25,22,The Dram Shop Front St.,36.0,0.0,5.0,6,6,4,4
2017-05-26,11,The Dram Shop Front St.,40.0,0.0,0.0,2,2,1,1
2017-05-26,12,The Dram Shop Front St.,74.5,5.0,3.0,9,5,4,4
2017-05-26,13,The Dram Shop Front St.,72.5,0.0,9.0,10,5,3,3
2017-05-26,14,The Dram Shop Front St.,67.75,5.5,8.0,8,5,4,4
2017-05-26,15,The Dram Shop Front St.,134.75,0.0,12.0,19,10,7,7
2017-05-26,16,The Dram Shop Front St.,323.5,0.0,42.0,49,26,15,15
2017-05-26,17,The Dram Shop Front St.,306.5,0.0,25.0,48,25,12,12
2017-05-26,18,The Dram Shop Front St.,369.5,0.0,37.5,55,33,18,18
2017-05-26,19,The Dram Shop Front St.,393.5,0.0,40.5,63,31,17,17
2017-05-26,20,The Dram Shop Front St.,424.25,9.75,65.25,64,32,20,20
2017-05-26,21,The Dram Shop Front St.,496.5,0.0,66.25,73,32,22,22
2017-05-27,12,The Dram Shop Front St.,96.0,0.0,13.5,10,6,5,5
2017-05-27,13,The Dram Shop Front St.,104.0,0.0,7.0,20,13,5,5
2017-05-27,14,The Dram Shop Front St.,225.75,24.75,26.5,34,19,11,11
2017-05-27,15,The Dram Shop Front St.,228.75,0.0,16.0,36,20,9,9
2017-05-27,16,The Dram Shop Front St.,205.5,0.0,19.0,29,15,9,9
2017-05-27,17,The Dram Shop Front St.,110.75,0.0,6.5,15,11,6,6
2017-05-27,18,The Dram Shop Front St.,226.5,10.0,23.0,41,22,12,12
2017-05-27,19,The Dram Shop Front St.,170.45,0.0,19.7,21,10,7,7
2017-05-27,20,The Dram Shop Front St.,378.0,0.0,42.5,56,34,20,20
2017-05-27,21,The Dram Shop Front St.,257.75,2.5,31.5,42,21,18,18
2017-05-27,22,The Dram Shop Front St.,156.75,5.0,26.0,21,10,8,8
2017-05-28,12,The Dram Shop Front St.,91.25,0.0,18.0,6,5,5,5
2017-05-28,13,The Dram Shop Front St.,71.0,0.0,6.0,10,6,5,5
