year,month,cat_name,location,total_money,total_discount
2021,7,Kombucha,The Dram Shop Central,671.53,64.47
2021,7,Kombucha,The Dram Shop Front St.,1337.74,96.76
2021,7,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,154.49,10.76
2021,7,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,306.79,7.71
2021,7,Lagers/Pils/Wheat - Draught,The Dram Shop Central,6108.68,185.57
2021,7,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,7623.07,267.68
2021,7,Misc.,The Dram Shop Central,23.0,0.0
2021,7,Misc.,The Dram Shop Front St.,61.99,1.01
2021,7,NA - Bottles,The Dram Shop Central,10.0,0.0
2021,7,NA - Bottles,The Dram Shop Front St.,31.0,0.0
2021,7,Porters/Stouts - Bottled,The Dram Shop Central,64.5,0.0
2021,7,Porters/Stouts - Bottled,The Dram Shop Front St.,83.5,0.0
2021,7,Porters/Stouts - Draught,The Dram Shop Central,650.34,10.91
2021,7,Porters/Stouts - Draught,The Dram Shop Front St.,1604.64,42.86
2021,7,Red Wine - Bottled,The Dram Shop Central,453.07,37.93
2021,7,Red Wine - Bottled,The Dram Shop Front St.,194.07,17.43
2021,7,Rosé Wine - Bottled,The Dram Shop Central,142.5,10.0
2021,7,Rosé Wine - Bottled,The Dram Shop Front St.,266.95,17.55
2021,7,Seasonal/Event,The Dram Shop Central,204.25,0.0
2021,7,Seasonal/Event,The Dram Shop Front St.,661.39,39.86
2021,7,Skin Contact Wine - Bottled,The Dram Shop Central,188.37,15.63
2021,7,Skin Contact Wine - Bottled,The Dram Shop Front St.,114.01,13.99
2021,7,Snacks,The Dram Shop Central,423.49,1.51
2021,7,Snacks,The Dram Shop Front St.,485.76,11.74
2021,7,Soda - Bottled,The Dram Shop Central,8.0,0.0
2021,7,Soda - Bottled,The Dram Shop Front St.,18.65,0.35
2021,7,Soda - Draught,The Dram Shop Central,396.77,2.48
2021,7,Soda - Draught,The Dram Shop Front St.,492.93,7.82
2021,7,Softgoods,The Dram Shop Central,734.0,80.0
2021,7,Softgoods,The Dram Shop Front St.,320.5,10.5
2021,7,Sour - Bottled,The Dram Shop Central,121.12,8.38
2021,7,Sour - Bottled,The Dram Shop Front St.,199.69,2.31
2021,7,Sour - Draught,The Dram Shop Central,1736.36,33.39
2021,7,Sour - Draught,The Dram Shop Front St.,3658.83,122.42
2021,7,Sparkling Wine - Bottled,The Dram Shop Central,270.5,0.0
2021,7,Sparkling Wine - Bottled,The Dram Shop Front St.,321.28,3.97
2021,7,White Wine - Bottled,The Dram Shop Central,108.0,0.0
2021,7,White Wine - Bottled,The Dram Shop Front St.,291.65,9.6
2021,7,Wine - Bottled,The Dram Shop Central,2.0,0.0
2021,7,Wine - Draught,The Dram Shop Central,2912.17,337.08
2021,7,Wine - Draught,The Dram Shop Front St.,2892.67,189.08
2021,7,Wine Packages/Tastings,The Dram Shop Central,405.0,0.0
2021,8,,Catering - Dram Shop Front,10576.0,0.0
2021,8,,The Dram Shop Central,957.53,52.97
2021,8,,The Dram Shop Front St.,2398.37,269.22
2021,8,Ambers/Pales - Bottled,The Dram Shop Central,104.31,2.69
2021,8,Ambers/Pales - Bottled,The Dram Shop Front St.,15.0,1.0
2021,8,Ambers/Pales - Draught,The Dram Shop Central,1498.0,82.5
2021,8,Ambers/Pales - Draught,The Dram Shop Front St.,1879.73,121.52
2021,8,BTG Features!,The Dram Shop Central,180.0,0.0
2021,8,BTG Features!,The Dram Shop Front St.,260.0,14.5
2021,8,Belgian - Bottled,The Dram Shop Central,171.35,9.4
2021,8,Belgian - Bottled,The Dram Shop Front St.,90.0,1.5
2021,8,Belgian - Draught,The Dram Shop Central,606.03,42.22
2021,8,Belgian - Draught,The Dram Shop Front St.,906.15,4.35
2021,8,Big Beer - Bottled,The Dram Shop Front St.,60.0,0.0
2021,8,Catering!,The Dram Shop Front St.,3.0,0.0
2021,8,Cider - Bottled,The Dram Shop Central,109.06,4.69
2021,8,Cider - Bottled,The Dram Shop Front St.,144.99,5.76
2021,8,Cider - Draught,The Dram Shop Central,1882.53,45.97
2021,8,Cider - Draught,The Dram Shop Front St.,2460.68,177.57
2021,8,Corkage,The Dram Shop Front St.,27.75,0.25
2021,8,FLIGHT,The Dram Shop Central,344.0,0.0
2021,8,FLIGHT,The Dram Shop Front St.,938.0,6.0
2021,8,Glassware,The Dram Shop Central,66.24,1.76
2021,8,Glassware,The Dram Shop Front St.,171.25,12.75
2021,8,Gluten Free - Bottled,The Dram Shop Central,20.25,0.0
2021,8,Gluten Free - Bottled,The Dram Shop Front St.,53.85,5.65
2021,8,Growlers,The Dram Shop Central,481.91,2.09
2021,8,Growlers,The Dram Shop Front St.,570.72,9.28
2021,8,Hard Kombucha - Bottled,The Dram Shop Central,356.57,16.43
2021,8,Hard Seltzer - Bottled,The Dram Shop Central,109.5,0.5
2021,8,Hard Seltzer - Cans,The Dram Shop Front St.,108.32,3.68
2021,8,Hard Seltzer - Draught,The Dram Shop Front St.,682.54,50.21
2021,8,IPA - Bottled,The Dram Shop Central,295.36,7.64
2021,8,IPA - Bottled,The Dram Shop Front St.,383.12,7.38
2021,8,IPA - Draught,The Dram Shop Central,8406.73,521.52
2021,8,IPA - Draught,The Dram Shop Front St.,11755.65,763.1
2021,8,Kombucha,The Dram Shop Central,553.73,62.02
2021,8,Kombucha,The Dram Shop Front St.,1224.53,85.72
2021,8,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,220.38,7.12
2021,8,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,389.23,16.02
2021,8,Lagers/Pils/Wheat - Draught,The Dram Shop Central,4976.67,314.83
2021,8,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,6226.89,377.36
2021,8,Misc.,The Dram Shop Central,24.42,0.58
2021,8,Misc.,The Dram Shop Front St.,30.44,0.56
2021,8,NA - Bottles,The Dram Shop Central,20.0,0.0
2021,8,NA - Bottles,The Dram Shop Front St.,69.5,0.5
2021,8,Porters/Stouts - Bottled,The Dram Shop Central,85.75,0.0
2021,8,Porters/Stouts - Bottled,The Dram Shop Front St.,72.5,0.0
2021,8,Porters/Stouts - Draught,The Dram Shop Central,1135.82,40.68
2021,8,Porters/Stouts - Draught,The Dram Shop Front St.,1902.99,20.51
2021,8,Red Wine - Bottled,The Dram Shop Central,291.69,16.06
2021,8,Red Wine - Bottled,The Dram Shop Front St.,466.21,38.79
2021,8,Rosé Wine - Bottled,The Dram Shop Central,202.88,14.62
2021,8,Rosé Wine - Bottled,The Dram Shop Front St.,292.21,12.29
2021,8,Seasonal/Event,The Dram Shop Central,604.45,1.8
2021,8,Seasonal/Event,The Dram Shop Front St.,1231.25,60.0
2021,8,Skin Contact Wine - Bottled,The Dram Shop Central,34.0,5.0
2021,8,Skin Contact Wine - Bottled,The Dram Shop Front St.,28.0,0.0
2021,8,Snacks,The Dram Shop Central,530.48,7.02
2021,8,Snacks,The Dram Shop Front St.,514.67,8.33
2021,8,Soda - Bottled,The Dram Shop Central,14.0,0.0
2021,8,Soda - Bottled,The Dram Shop Front St.,18.75,0.25
2021,8,Soda - Draught,The Dram Shop Central,354.61,11.89
2021,8,Soda - Draught,The Dram Shop Front St.,410.13,21.12
2021,8,Softgoods,The Dram Shop Central,216.5,12.5
2021,8,Softgoods,The Dram Shop Front St.,213.0,0.0
2021,8,Sour - Bottled,The Dram Shop Central,192.25,10.0
2021,8,Sour - Bottled,The Dram Shop Front St.,202.19,7.06
2021,8,Sour - Draught,The Dram Shop Central,2889.14,146.11
2021,8,Sour - Draught,The Dram Shop Front St.,2487.14,85.61
2021,8,Sparkling Wine - Bottled,The Dram Shop Central,18.0,0.0
2021,8,Sparkling Wine - Bottled,The Dram Shop Front St.,144.25,0.0
2021,8,Special Orders,The Dram Shop Front St.,26.0,13.0
2021,8,White Wine - Bottled,The Dram Shop Central,27.0,0.0
2021,8,White Wine - Bottled,The Dram Shop Front St.,382.13,24.87
2021,8,Wine - Draught,The Dram Shop Central,3543.89,305.61
2021,8,Wine - Draught,The Dram Shop Front St.,3979.57,289.43
2021,8,Wine Packages/Tastings,The Dram Shop Central,465.0,15.0
2021,9,,The Dram Shop Central,3705.33,76.17
2021,9,,The Dram Shop Front St.,1775.37,62.63
2021,9,Ambers/Pales - Bottled,The Dram Shop Central,119.19,5.06
2021,9,Ambers/Pales - Bottled,The Dram Shop Front St.,103.33,1.92
2021,9,Ambers/Pales - Draught,The Dram Shop Central,1952.58,40.17
2021,9,Ambers/Pales - Draught,The Dram Shop Front St.,1512.72,66.03
2021,9,BTG Features!,The Dram Shop Central,56.0,5.0
2021,9,BTG Features!,The Dram Shop Front St.,49.75,10.25
2021,9,Belgian - Bottled,The Dram Shop Central,64.0,0.0
2021,9,Belgian - Bottled,The Dram Shop Front St.,59.0,0.0
2021,9,Belgian - Draught,The Dram Shop Central,828.89,24.61
2021,9,Belgian - Draught,The Dram Shop Front St.,847.84,16.41
2021,9,Big Beer - Bottled,The Dram Shop Front St.,70.0,0.0
2021,9,Cider - Bottled,The Dram Shop Central,95.56,6.69
2021,9,Cider - Bottled,The Dram Shop Front St.,164.19,0.56
2021,9,Cider - Draught,The Dram Shop Central,2003.4,57.35
2021,9,Cider - Draught,The Dram Shop Front St.,2283.15,129.1
2021,9,Corkage,The Dram Shop Front St.,6.0,0.0
2021,9,FLIGHT,The Dram Shop Central,316.0,0.0
2021,9,FLIGHT,The Dram Shop Front St.,248.0,0.0
2021,9,Glassware,The Dram Shop Central,100.0,0.0
2021,9,Glassware,The Dram Shop Front St.,79.83,1.17
2021,9,Gluten Free - Bottled,The Dram Shop Central,13.06,1.19
2021,9,Gluten Free - Bottled,The Dram Shop Front St.,13.06,5.94
2021,9,Growlers,The Dram Shop Central,381.0,0.0
2021,9,Growlers,The Dram Shop Front St.,256.0,0.0
2021,9,Hard Kombucha - Bottled,The Dram Shop Central,339.32,13.68
2021,9,Hard Seltzer - Bottled,The Dram Shop Central,116.25,4.25
2021,9,Hard Seltzer - Bottled,The Dram Shop Front St.,44.07,0.93
2021,9,Hard Seltzer - Cans,The Dram Shop Front St.,92.78,1.22
2021,9,Hard Seltzer - Draught,The Dram Shop Front St.,242.5,20.0
2021,9,IPA - Bottled,The Dram Shop Central,286.99,16.76
2021,9,IPA - Bottled,The Dram Shop Front St.,319.37,2.38
2021,9,IPA - Draught,The Dram Shop Central,7135.89,291.61
2021,9,IPA - Draught,The Dram Shop Front St.,10298.06,507.69
2021,9,KEG DEPOSIT,The Dram Shop Central,100.0,0.0
2021,9,KEG DEPOSIT,The Dram Shop Front St.,150.0,0.0
2021,9,Kombucha,The Dram Shop Central,607.83,27.42
2021,9,Kombucha,The Dram Shop Front St.,950.14,55.36
2021,9,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,162.51,10.99
2021,9,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,249.69,14.81
2021,9,Lagers/Pils/Wheat - Draught,The Dram Shop Central,4672.39,199.11
2021,9,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,4166.24,164.26
2021,9,Misc.,The Dram Shop Central,11.58,0.42
2021,9,Misc.,The Dram Shop Front St.,27.0,0.0
2021,9,NA - Bottles,The Dram Shop Central,30.0,0.0
2021,9,NA - Bottles,The Dram Shop Front St.,8.0,0.0
2021,9,Porters/Stouts - Bottled,The Dram Shop Central,24.75,0.0
2021,9,Porters/Stouts - Bottled,The Dram Shop Front St.,88.75,0.0
2021,9,Porters/Stouts - Draught,The Dram Shop Central,1187.3,43.45
2021,9,Porters/Stouts - Draught,The Dram Shop Front St.,2052.98,54.02
2021,9,Red Wine - Bottled,The Dram Shop Central,421.98,56.27
2021,9,Red Wine - Bottled,The Dram Shop Front St.,389.37,38.63
2021,9,Rosé Wine - Bottled,The Dram Shop Central,263.4,4.6
2021,9,Rosé Wine - Bottled,The Dram Shop Front St.,375.5,0.0
2021,9,Seasonal/Event,The Dram Shop Central,1249.17,27.33
2021,9,Seasonal/Event,The Dram Shop Front St.,828.55,25.45
2021,9,Skin Contact Wine - Bottled,The Dram Shop Central,168.38,7.12
2021,9,Skin Contact Wine - Bottled,The Dram Shop Front St.,48.0,0.0
2021,9,Snacks,The Dram Shop Central,472.51,12.49
2021,9,Snacks,The Dram Shop Front St.,392.08,9.42
2021,9,Soda - Bottled,The Dram Shop Central,2.0,0.0
2021,9,Soda - Bottled,The Dram Shop Front St.,4.0,0.0
2021,9,Soda - Draught,The Dram Shop Central,241.44,6.06
2021,9,Soda - Draught,The Dram Shop Front St.,207.5,1.0
2021,9,Softgoods,The Dram Shop Central,100.5,40.5
2021,9,Softgoods,The Dram Shop Front St.,76.5,5.5
2021,9,Sour - Bottled,The Dram Shop Central,105.88,10.87
2021,9,Sour - Bottled,The Dram Shop Front St.,333.91,29.84
2021,9,Sour - Draught,The Dram Shop Central,1392.22,38.03
2021,9,Sour - Draught,The Dram Shop Front St.,2471.47,156.03
2021,9,Sparkling Wine - Bottled,The Dram Shop Central,123.25,12.75
2021,9,Sparkling Wine - Bottled,The Dram Shop Front St.,485.0,28.5
2021,9,Special Orders,The Dram Shop Front St.,13.0,0.0
2021,9,White Wine - Bottled,The Dram Shop Central,72.25,3.75
2021,9,White Wine - Bottled,The Dram Shop Front St.,315.5,0.0
2021,9,Wild - Bottled,The Dram Shop Central,23.62,7.88
2021,9,Wild - Bottled,The Dram Shop Front St.,43.31,3.94
2021,9,Wine - Draught,The Dram Shop Central,2874.34,322.66
2021,9,Wine - Draught,The Dram Shop Front St.,3133.59,262.41
2021,9,Wine Packages/Tastings,The Dram Shop Central,495.0,0.0
2021,10,,Catering - Dram Shop Front,17.0,0.0
2021,10,,The Dram Shop Central,1116.37,153.88
2021,10,,The Dram Shop Front St.,1936.57,252.42
2021,10,$6 TOKEN!,The Dram Shop Central,6.0,0.0
2021,10,$6 TOKEN!,The Dram Shop Front St.,6.0,0.0
2021,10,Ambers/Pales - Bottled,The Dram Shop Central,90.0,5.0
2021,10,Ambers/Pales - Bottled,The Dram Shop Front St.,8.0,0.0
2021,10,Ambers/Pales - Draught,The Dram Shop Central,3338.84,98.91
2021,10,Ambers/Pales - Draught,The Dram Shop Front St.,2289.31,88.44
2021,10,BTG Features!,The Dram Shop Central,69.0,16.0
2021,10,BTG Features!,The Dram Shop Front St.,43.5,0.0
2021,10,Barley Wine - Bottled,The Dram Shop Front St.,15.0,0.0
2021,10,Belgian - Bottled,The Dram Shop Central,38.0,0.0
2021,10,Belgian - Bottled,The Dram Shop Front St.,110.5,0.0
2021,10,Belgian - Draught,The Dram Shop Central,283.26,21.24
2021,10,Belgian - Draught,The Dram Shop Front St.,561.75,4.5
2021,10,Big Beer - Bottled,The Dram Shop Front St.,30.0,0.0
2021,10,Catering!,Catering - Dram Shop Front,252.0,0.0
2021,10,Cider - Bottled,The Dram Shop Central,75.0,0.0
2021,10,Cider - Bottled,The Dram Shop Front St.,144.13,3.37
2021,10,Cider - Draught,The Dram Shop Central,1861.97,60.78
2021,10,Cider - Draught,The Dram Shop Front St.,2998.26,125.49
2021,10,Corkage,The Dram Shop Front St.,12.61,1.39
2021,10,FLIGHT,The Dram Shop Central,746.0,0.0
2021,10,FLIGHT,The Dram Shop Front St.,859.29,0.71
2021,10,Glassware,The Dram Shop Central,62.5,4.5
2021,10,Glassware,The Dram Shop Front St.,167.0,0.0
2021,10,Gluten Free - Bottled,The Dram Shop Central,33.31,1.19
2021,10,Gluten Free - Bottled,The Dram Shop Front St.,66.3,0.7
2021,10,Growlers,The Dram Shop Central,284.0,0.0
2021,10,Growlers,The Dram Shop Front St.,360.74,7.26
2021,10,Hard Kombucha - Bottled,The Dram Shop Central,297.0,3.0
2021,10,Hard Seltzer - Bottled,The Dram Shop Central,59.06,0.94
2021,10,Hard Seltzer - Bottled,The Dram Shop Front St.,28.13,1.87
2021,10,Hard Seltzer - Cans,The Dram Shop Front St.,24.0,0.0
2021,10,Hard Seltzer - Draught,The Dram Shop Front St.,480.01,34.74
2021,10,IPA - Bottled,The Dram Shop Central,303.87,15.88
2021,10,IPA - Bottled,The Dram Shop Front St.,391.23,32.52
2021,10,IPA - Draught,The Dram Shop Central,8436.11,351.39
2021,10,IPA - Draught,The Dram Shop Front St.,6991.67,309.33
2021,10,Kombucha,The Dram Shop Central,520.65,25.85
2021,10,Kombucha,The Dram Shop Front St.,917.74,20.26
2021,10,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,267.49,30.01
2021,10,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,233.52,17.48
2021,10,Lagers/Pils/Wheat - Draught,The Dram Shop Central,4790.04,217.46
2021,10,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,2844.39,141.86
2021,10,Misc.,The Dram Shop Front St.,24.73,0.27
2021,10,NA - Bottles,The Dram Shop Central,9.5,0.5
2021,10,NA - Bottles,The Dram Shop Front St.,46.0,0.0
2021,10,Porters/Stouts - Bottled,The Dram Shop Central,77.5,0.0
2021,10,Porters/Stouts - Bottled,The Dram Shop Front St.,43.75,0.0
2021,10,Porters/Stouts - Draught,The Dram Shop Central,1588.38,24.37
2021,10,Porters/Stouts - Draught,The Dram Shop Front St.,1887.46,57.54
2021,10,Red Wine - Bottled,The Dram Shop Central,976.92,47.08
2021,10,Red Wine - Bottled,The Dram Shop Front St.,383.01,24.49
2021,10,Rosé Wine - Bottled,The Dram Shop Central,69.12,5.38
2021,10,Rosé Wine - Bottled,The Dram Shop Front St.,34.12,4.88
2021,10,Seasonal/Event,The Dram Shop Central,5103.17,229.58
2021,10,Seasonal/Event,The Dram Shop Front St.,5997.34,178.91
2021,10,Skin Contact Wine - Bottled,The Dram Shop Central,63.0,0.0
2021,10,Skin Contact Wine - Bottled,The Dram Shop Front St.,81.0,15.0
2021,10,Snacks,The Dram Shop Central,814.18,9.82
2021,10,Snacks,The Dram Shop Front St.,584.52,6.48
2021,10,Soda - Bottled,The Dram Shop Central,6.0,0.0
2021,10,Soda - Bottled,The Dram Shop Front St.,17.0,0.0
2021,10,Soda - Draught,The Dram Shop Central,356.78,4.22
2021,10,Soda - Draught,The Dram Shop Front St.,323.64,0.61
2021,10,Softgoods,The Dram Shop Central,126.0,0.0
2021,10,Softgoods,The Dram Shop Front St.,44.0,0.0
2021,10,Sour - Bottled,The Dram Shop Central,230.39,32.61
2021,10,Sour - Bottled,The Dram Shop Front St.,166.5,7.0
2021,10,Sour - Draught,The Dram Shop Central,1131.98,47.02
2021,10,Sour - Draught,The Dram Shop Front St.,1656.21,102.04
2021,10,Sparkling Wine - Bottled,The Dram Shop Central,138.93,13.82
2021,10,Sparkling Wine - Bottled,The Dram Shop Front St.,90.75,5.25
2021,10,Special Orders,The Dram Shop Front St.,13.0,13.0
2021,10,White Wine - Bottled,The Dram Shop Central,211.0,0.0
2021,10,White Wine - Bottled,The Dram Shop Front St.,98.38,6.12
2021,10,Wild - Bottled,The Dram Shop Central,15.75,0.0
2021,10,Wild - Bottled,The Dram Shop Front St.,27.56,3.94
2021,10,Wine - Draught,The Dram Shop Central,3261.16,267.59
2021,10,Wine - Draught,The Dram Shop Front St.,3766.99,325.51
2021,10,Wine Packages/Tastings,The Dram Shop Central,663.0,0.0
2021,11,,The Dram Shop Central,2477.51,326.49
2021,11,,The Dram Shop Front St.,2217.89,682.35
2021,11,Ambers/Pales - Bottled,The Dram Shop Central,145.46,8.54
2021,11,Ambers/Pales - Bottled,The Dram Shop Front St.,47.12,3.38
2021,11,Ambers/Pales - Draught,The Dram Shop Central,1916.66,37.84
2021,11,Ambers/Pales - Draught,The Dram Shop Front St.,2436.81,96.19
2021,11,BTG Features!,The Dram Shop Central,375.37,40.13
2021,11,BTG Features!,The Dram Shop Front St.,72.32,6.68
2021,11,Belgian - Bottled,The Dram Shop Central,115.0,0.0
2021,11,Belgian - Bottled,The Dram Shop Front St.,103.75,1.25
2021,11,Belgian - Draught,The Dram Shop Central,414.69,79.81
2021,11,Belgian - Draught,The Dram Shop Front St.,126.3,11.2
2021,11,Big Beer - Bottled,The Dram Shop Front St.,30.0,0.0
2021,11,Catering!,The Dram Shop Central,3.0,0.0
2021,11,Cider - Bottled,The Dram Shop Central,65.5,0.0
2021,11,Cider - Bottled,The Dram Shop Front St.,138.25,0.0
2021,11,Cider - Draught,The Dram Shop Central,2154.9,52.85
2021,11,Cider - Draught,The Dram Shop Front St.,2202.34,107.41
2021,11,Corkage,The Dram Shop Front St.,2.0,0.0
2021,11,FLIGHT,The Dram Shop Central,300.0,0.0
2021,11,FLIGHT,The Dram Shop Front St.,374.48,15.52
2021,11,Glassware,The Dram Shop Central,78.2,4.8
2021,11,Glassware,The Dram Shop Front St.,78.56,1.44
2021,11,Gluten Free - Bottled,The Dram Shop Central,103.32,6.43
2021,11,Gluten Free - Bottled,The Dram Shop Front St.,24.22,0.78
2021,11,Growlers,The Dram Shop Central,733.8,12.2
2021,11,Growlers,The Dram Shop Front St.,1147.24,8.76
2021,11,Hard Kombucha - Bottled,The Dram Shop Central,417.2,34.8
2021,11,Hard Seltzer - Bottled,The Dram Shop Central,73.75,0.0
2021,11,Hard Seltzer - Cans,The Dram Shop Front St.,36.0,0.0
2021,11,IPA - Bottled,The Dram Shop Central,286.25,6.75
2021,11,IPA - Bottled,The Dram Shop Front St.,468.54,18.21
2021,11,IPA - Draught,The Dram Shop Central,9249.57,439.93
2021,11,IPA - Draught,The Dram Shop Front St.,9250.55,582.95
2021,11,Kombucha,The Dram Shop Central,380.59,9.66
2021,11,Kombucha,The Dram Shop Front St.,704.3,30.95
2021,11,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,103.28,4.72
2021,11,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,310.72,7.78
2021,11,Lagers/Pils/Wheat - Draught,The Dram Shop Central,3752.22,150.53
2021,11,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,3695.25,183.75
2021,11,Misc.,The Dram Shop Central,15.0,0.0
2021,11,Misc.,The Dram Shop Front St.,3.97,0.03
2021,11,NA - Bottles,The Dram Shop Central,22.0,0.0
2021,11,NA - Bottles,The Dram Shop Front St.,41.0,3.0
2021,11,Porters/Stouts - Bottled,The Dram Shop Central,94.97,1.03
2021,11,Porters/Stouts - Bottled,The Dram Shop Front St.,33.25,0.0
2021,11,Porters/Stouts - Draught,The Dram Shop Central,2596.03,20.22
2021,11,Porters/Stouts - Draught,The Dram Shop Front St.,2546.83,99.42
2021,11,Red Wine - Bottled,The Dram Shop Central,318.67,28.08
2021,11,Red Wine - Bottled,The Dram Shop Front St.,1018.65,126.85
2021,11,Rosé Wine - Bottled,The Dram Shop Central,49.5,0.0
2021,11,Rosé Wine - Bottled,The Dram Shop Front St.,126.3,9.7
2021,11,Seasonal/Event,The Dram Shop Central,1270.62,42.63
2021,11,Seasonal/Event,The Dram Shop Front St.,1602.13,109.37
2021,11,Skin Contact Wine - Bottled,The Dram Shop Central,31.5,0.0
2021,11,Skin Contact Wine - Bottled,The Dram Shop Front St.,163.99,11.51
2021,11,Snacks,The Dram Shop Central,589.13,4.37
2021,11,Snacks,The Dram Shop Front St.,549.36,7.64
2021,11,Soda - Bottled,The Dram Shop Front St.,6.0,0.0
2021,11,Soda - Draught,The Dram Shop Central,296.88,2.37
2021,11,Soda - Draught,The Dram Shop Front St.,192.85,0.65
2021,11,Softgoods,The Dram Shop Central,100.0,0.0
2021,11,Softgoods,The Dram Shop Front St.,171.5,12.5
2021,11,Sour - Bottled,The Dram Shop Central,163.01,20.24
2021,11,Sour - Bottled,The Dram Shop Front St.,92.5,3.0
2021,11,Sour - Draught,The Dram Shop Central,1134.15,83.6
2021,11,Sour - Draught,The Dram Shop Front St.,1679.2,89.05
2021,11,Sparkling Wine - Bottled,The Dram Shop Central,348.87,38.63
2021,11,Sparkling Wine - Bottled,The Dram Shop Front St.,817.52,77.98
2021,11,Special Orders,The Dram Shop Front St.,32.75,3.25
2021,11,White Wine - Bottled,The Dram Shop Central,377.26,14.24
2021,11,White Wine - Bottled,The Dram Shop Front St.,210.63,11.37
2021,11,Wild - Bottled,The Dram Shop Central,35.1,2.15
2021,11,Wild - Bottled,The Dram Shop Front St.,65.5,0.0
2021,11,Wine - Draught,The Dram Shop Central,3580.27,198.98
2021,11,Wine - Draught,The Dram Shop Front St.,3656.6,281.65
2021,11,Wine Packages/Tastings,The Dram Shop Central,1895.75,11.25
2021,12,,The Dram Shop Central,13612.98,221.27
2021,12,,The Dram Shop Front St.,6153.86,93.14
2021,12,Ambers/Pales - Bottled,The Dram Shop Central,115.89,3.11
2021,12,Ambers/Pales - Bottled,The Dram Shop Front St.,114.14,6.86
2021,12,Ambers/Pales - Draught,The Dram Shop Central,1467.51,72.49
2021,12,Ambers/Pales - Draught,The Dram Shop Front St.,2294.8,159.95
2021,12,BTG Features!,The Dram Shop Central,151.99,20.51
2021,12,BTG Features!,The Dram Shop Front St.,133.24,9.76
2021,12,Belgian - Bottled,The Dram Shop Central,70.3,1.2
2021,12,Belgian - Bottled,The Dram Shop Front St.,143.0,1.5
2021,12,Belgian - Draught,The Dram Shop Central,596.93,5.07
2021,12,Belgian - Draught,The Dram Shop Front St.,1298.67,41.33
2021,12,Bottle Holiday,The Dram Shop Front St.,9.0,3.0
2021,12,Catering!,The Dram Shop Front St.,38.0,0.0
2021,12,Cider - Bottled,The Dram Shop Central,136.9,0.6
2021,12,Cider - Bottled,The Dram Shop Front St.,285.25,6.25
2021,12,Cider - Draught,The Dram Shop Central,2140.17,70.08
2021,12,Cider - Draught,The Dram Shop Front St.,2043.15,108.85
2021,12,FLIGHT,The Dram Shop Central,395.1,14.9
2021,12,FLIGHT,The Dram Shop Front St.,268.53,15.47
2021,12,Glassware,The Dram Shop Central,214.69,1.31
2021,12,Glassware,The Dram Shop Front St.,141.25,3.75
2021,12,Gluten Free - Bottled,The Dram Shop Central,126.75,2.25
2021,12,Gluten Free - Bottled,The Dram Shop Front St.,46.0,0.0
2021,12,Growlers,The Dram Shop Central,763.15,4.85
2021,12,Growlers,The Dram Shop Front St.,571.37,0.63
2021,12,Hard Kombucha - Bottled,The Dram Shop Central,53.0,0.0
2021,12,Hard Kombucha - Bottled,The Dram Shop Front St.,7.25,0.75
2021,12,Hard Seltzer - Bottled,The Dram Shop Central,54.43,1.32
2021,12,Hard Seltzer - Cans,The Dram Shop Front St.,27.0,0.0
2021,12,IPA - Bottled,The Dram Shop Central,387.26,9.74
2021,12,IPA - Bottled,The Dram Shop Front St.,421.01,16.74
2021,12,IPA - Draught,The Dram Shop Central,7977.26,295.99
2021,12,IPA - Draught,The Dram Shop Front St.,8999.33,523.67
2021,12,Kombucha,The Dram Shop Central,525.86,34.89
2021,12,Kombucha,The Dram Shop Front St.,607.52,42.23
2021,12,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,290.48,9.02
2021,12,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,196.02,20.48
2021,12,Lagers/Pils/Wheat - Draught,The Dram Shop Central,3806.93,177.57
2021,12,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,3485.69,187.06
2021,12,Misc.,The Dram Shop Central,2.0,0.0
2021,12,Misc.,The Dram Shop Front St.,5.77,0.23
2021,12,NA - Bottles,The Dram Shop Central,34.5,0.5
2021,12,NA - Bottles,The Dram Shop Front St.,55.5,0.5
2021,12,Porters/Stouts - Bottled,The Dram Shop Central,423.83,24.92
2021,12,Porters/Stouts - Bottled,The Dram Shop Front St.,102.31,0.94
2021,12,Porters/Stouts - Draught,The Dram Shop Central,2038.3,124.7
2021,12,Porters/Stouts - Draught,The Dram Shop Front St.,2225.37,94.13
2021,12,Red Wine - Bottled,The Dram Shop Central,452.01,57.49
