year,month,cat_name,location,total_money,total_discount
2019,7,Cider - Draught,The Dram Shop Front St.,4349.38,104.87
2019,7,Glassware,The Dram Shop Central,111.0,0.0
2019,7,Glassware,The Dram Shop Front St.,292.0,0.0
2019,7,Growlers,The Dram Shop Central,547.0,34.0
2019,7,Growlers,The Dram Shop Front St.,1008.99,8.01
2019,7,IPA - Bottled,The Dram Shop Central,43.44,5.81
2019,7,IPA - Bottled,The Dram Shop Front St.,55.03,6.97
2019,7,IPA - Draught,The Dram Shop Central,8165.34,183.41
2019,7,IPA - Draught,The Dram Shop Front St.,12747.17,602.83
2019,7,Kombucha,The Dram Shop Central,425.85,25.65
2019,7,Kombucha,The Dram Shop Front St.,1331.38,105.62
2019,7,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,126.07,10.43
2019,7,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,270.06,30.94
2019,7,Lagers/Pils/Wheat - Draught,The Dram Shop Central,2842.86,65.39
2019,7,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,8295.8,532.7
2019,7,Misc.,The Dram Shop Central,12.83,1.17
2019,7,Misc.,The Dram Shop Front St.,65.0,0.0
2019,7,Porters/Stouts - Bottled,The Dram Shop Central,6.5,0.0
2019,7,Porters/Stouts - Draught,The Dram Shop Central,1143.23,40.27
2019,7,Porters/Stouts - Draught,The Dram Shop Front St.,1245.53,25.22
2019,7,Red Wine - Bottled,The Dram Shop Central,152.25,7.25
2019,7,Red Wine - Bottled,The Dram Shop Front St.,659.01,23.99
2019,7,Rosé Wine - Bottled,The Dram Shop Central,84.5,0.0
2019,7,Rosé Wine - Bottled,The Dram Shop Front St.,1100.46,104.54
2019,7,SHRUBS,The Dram Shop Front St.,26.0,0.0
2019,7,Seasonal/Event,The Dram Shop Central,738.75,2.0
2019,7,Seasonal/Event,The Dram Shop Front St.,2517.55,127.45
2019,7,Snacks,The Dram Shop Central,293.22,7.53
2019,7,Snacks,The Dram Shop Front St.,227.02,8.98
2019,7,Soda - Bottled,The Dram Shop Front St.,10.0,0.0
2019,7,Soda - Draught,The Dram Shop Central,244.97,6.78
2019,7,Soda - Draught,The Dram Shop Front St.,517.59,18.66
2019,7,Softgoods,The Dram Shop Central,35.0,5.0
2019,7,Softgoods,The Dram Shop Front St.,120.0,0.0
2019,7,Sour - Bottled,The Dram Shop Central,7.0,0.0
2019,7,Sour - Bottled,The Dram Shop Front St.,56.95,2.05
2019,7,Sour - Draught,The Dram Shop Central,2392.61,79.39
2019,7,Sour - Draught,The Dram Shop Front St.,4668.59,196.41
2019,7,Sparkling Wine - Bottled,The Dram Shop Central,124.88,8.62
2019,7,Sparkling Wine - Bottled,The Dram Shop Front St.,459.21,39.79
2019,7,Tastings,The Dram Shop Central,168.0,0.0
2019,7,Tastings,The Dram Shop Front St.,28.0,0.0
2019,7,White Wine - Bottled,The Dram Shop Central,85.5,2.5
2019,7,White Wine - Bottled,The Dram Shop Front St.,49.54,19.96
2019,7,Wine - Bottled,The Dram Shop Central,5.0,0.0
2019,7,Wine - Draught,The Dram Shop Central,2566.83,44.42
2019,7,Wine - Draught,The Dram Shop Front St.,3625.61,99.14
2019,8,,The Dram Shop Central,2208.88,467.87
2019,8,,The Dram Shop Front St.,7291.67,413.27
2019,8,Ambers/Pales - Draught,The Dram Shop Central,2502.94,47.56
2019,8,Ambers/Pales - Draught,The Dram Shop Front St.,3312.98,140.52
2019,8,BTG Features!,The Dram Shop Front St.,423.64,23.86
2019,8,Belgian - Bottled,The Dram Shop Central,18.82,4.68
2019,8,Belgian - Bottled,The Dram Shop Front St.,139.33,20.17
2019,8,Belgian - Draught,The Dram Shop Central,374.86,1.14
2019,8,Belgian - Draught,The Dram Shop Front St.,649.74,11.76
2019,8,Cider - Bottled,The Dram Shop Central,81.2,4.3
2019,8,Cider - Bottled,The Dram Shop Front St.,271.75,8.25
2019,8,Cider - Draught,The Dram Shop Central,2442.11,38.89
2019,8,Cider - Draught,The Dram Shop Front St.,4966.25,154.75
2019,8,FLIGHT,The Dram Shop Central,152.0,0.0
2019,8,FLIGHT,The Dram Shop Front St.,558.38,21.62
2019,8,Glassware,The Dram Shop Central,133.0,0.0
2019,8,Glassware,The Dram Shop Front St.,132.0,5.0
2019,8,Growlers,The Dram Shop Central,632.0,34.0
2019,8,Growlers,The Dram Shop Front St.,935.0,0.0
2019,8,IPA - Bottled,The Dram Shop Central,20.73,5.52
2019,8,IPA - Bottled,The Dram Shop Front St.,67.5,4.0
2019,8,IPA - Draught,The Dram Shop Central,7803.41,340.59
2019,8,IPA - Draught,The Dram Shop Front St.,17321.99,943.01
2019,8,Jack Boyd Art!,The Dram Shop Front St.,480.0,0.0
2019,8,Kombucha,The Dram Shop Central,654.4,22.85
2019,8,Kombucha,The Dram Shop Front St.,1548.26,58.24
2019,8,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,89.67,23.83
2019,8,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,383.82,24.18
2019,8,Lagers/Pils/Wheat - Draught,The Dram Shop Central,4144.03,119.72
2019,8,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,7662.65,376.6
2019,8,Misc.,The Dram Shop Central,5.0,0.0
2019,8,Misc.,The Dram Shop Front St.,139.46,0.54
2019,8,Porters/Stouts - Bottled,The Dram Shop Central,18.0,0.0
2019,8,Porters/Stouts - Bottled,The Dram Shop Front St.,52.0,4.0
2019,8,Porters/Stouts - Draught,The Dram Shop Central,1170.49,48.26
2019,8,Porters/Stouts - Draught,The Dram Shop Front St.,1934.95,55.55
2019,8,Red Wine - Bottled,The Dram Shop Central,33.25,20.25
2019,8,Red Wine - Bottled,The Dram Shop Front St.,1600.02,178.73
2019,8,Rosé Wine - Bottled,The Dram Shop Central,8.44,4.06
2019,8,Rosé Wine - Bottled,The Dram Shop Front St.,446.44,30.31
2019,8,SHRUBS,The Dram Shop Front St.,26.0,0.0
2019,8,Seasonal/Event,The Dram Shop Central,2657.7,50.55
2019,8,Seasonal/Event,The Dram Shop Front St.,1706.74,31.26
2019,8,Seltzer,The Dram Shop Central,81.5,7.25
2019,8,Snacks,The Dram Shop Central,238.51,2.49
2019,8,Snacks,The Dram Shop Front St.,215.19,4.81
2019,8,Soda - Bottled,The Dram Shop Front St.,7.0,1.0
2019,8,Soda - Draught,The Dram Shop Central,308.26,4.24
2019,8,Soda - Draught,The Dram Shop Front St.,511.5,6.5
2019,8,Softgoods,The Dram Shop Central,173.98,26.02
2019,8,Softgoods,The Dram Shop Front St.,317.0,13.0
2019,8,Sour - Bottled,The Dram Shop Central,44.49,12.51
2019,8,Sour - Bottled,The Dram Shop Front St.,47.88,2.12
2019,8,Sour - Draught,The Dram Shop Central,2678.54,71.71
2019,8,Sour - Draught,The Dram Shop Front St.,5416.51,188.74
2019,8,Sparkling Wine - Bottled,The Dram Shop Central,61.03,7.47
2019,8,Sparkling Wine - Bottled,The Dram Shop Front St.,262.75,37.75
2019,8,Special Orders,The Dram Shop Front St.,48.44,2.56
2019,8,Tastings,The Dram Shop Front St.,375.4,51.6
2019,8,White Wine - Bottled,The Dram Shop Central,25.33,4.67
2019,8,White Wine - Bottled,The Dram Shop Front St.,490.63,50.37
2019,8,Wine - Bottled,The Dram Shop Central,5.0,0.0
2019,8,Wine - Draught,The Dram Shop Central,2053.43,43.07
2019,8,Wine - Draught,The Dram Shop Front St.,4203.04,55.21
2019,9,,The Dram Shop Central,1113.06,264.94
2019,9,,The Dram Shop Front St.,10602.21,386.7
2019,9,Ambers/Pales - Bottled,The Dram Shop Central,4.5,1.5
2019,9,Ambers/Pales - Bottled,The Dram Shop Front St.,8.0,0.0
2019,9,Ambers/Pales - Draught,The Dram Shop Central,1813.2,72.05
2019,9,Ambers/Pales - Draught,The Dram Shop Front St.,4403.86,250.59
2019,9,BTG Features!,The Dram Shop Front St.,241.62,0.88
2019,9,Barley Wine - Bottled,The Dram Shop Front St.,13.0,0.0
2019,9,Belgian - Bottled,The Dram Shop Central,12.0,0.0
2019,9,Belgian - Bottled,The Dram Shop Front St.,118.7,13.3
2019,9,Belgian - Draught,The Dram Shop Central,672.36,21.89
2019,9,Belgian - Draught,The Dram Shop Front St.,824.12,23.38
2019,9,Cider - Bottled,The Dram Shop Central,54.65,2.6
2019,9,Cider - Bottled,The Dram Shop Front St.,196.55,12.45
2019,9,Cider - Draught,The Dram Shop Central,1704.17,47.58
2019,9,Cider - Draught,The Dram Shop Front St.,3034.46,105.29
2019,9,FLIGHT,The Dram Shop Central,120.0,0.0
2019,9,FLIGHT,The Dram Shop Front St.,619.0,1.0
2019,9,Glassware,The Dram Shop Central,47.0,0.0
2019,9,Glassware,The Dram Shop Front St.,148.0,34.0
2019,9,Growlers,The Dram Shop Central,401.51,38.49
2019,9,Growlers,The Dram Shop Front St.,319.0,2.0
2019,9,IPA - Bottled,The Dram Shop Central,44.69,4.56
2019,9,IPA - Bottled,The Dram Shop Front St.,43.0,8.0
2019,9,IPA - Draught,The Dram Shop Central,7174.37,282.63
2019,9,IPA - Draught,The Dram Shop Front St.,15515.36,687.64
2019,9,Kombucha,The Dram Shop Central,541.79,12.46
2019,9,Kombucha,The Dram Shop Front St.,1473.6,50.4
2019,9,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,42.56,2.19
2019,9,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,210.06,16.19
2019,9,Lagers/Pils/Wheat - Draught,The Dram Shop Central,1153.73,40.52
2019,9,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,3953.12,212.88
2019,9,Misc.,The Dram Shop Central,32.0,0.0
2019,9,Misc.,The Dram Shop Front St.,125.0,0.0
2019,9,Porters/Stouts - Bottled,The Dram Shop Central,6.5,0.0
2019,9,Porters/Stouts - Bottled,The Dram Shop Front St.,44.5,1.0
2019,9,Porters/Stouts - Draught,The Dram Shop Central,1170.43,79.82
2019,9,Porters/Stouts - Draught,The Dram Shop Front St.,2573.72,57.78
2019,9,Red Wine - Bottled,The Dram Shop Central,20.81,5.19
2019,9,Red Wine - Bottled,The Dram Shop Front St.,582.4,73.1
2019,9,Rosé Wine - Bottled,The Dram Shop Central,31.67,0.83
2019,9,Rosé Wine - Bottled,The Dram Shop Front St.,228.86,41.64
2019,9,SHRUBS,The Dram Shop Front St.,13.0,0.0
2019,9,Seasonal/Event,The Dram Shop Central,3285.87,85.38
2019,9,Seasonal/Event,The Dram Shop Front St.,4254.11,238.39
2019,9,Seltzer,The Dram Shop Central,133.77,7.98
2019,9,Snacks,The Dram Shop Central,244.51,6.74
2019,9,Snacks,The Dram Shop Front St.,391.82,3.68
2019,9,Soda - Draught,The Dram Shop Central,191.88,0.37
2019,9,Soda - Draught,The Dram Shop Front St.,399.27,14.23
2019,9,Softgoods,The Dram Shop Central,60.0,0.0
2019,9,Softgoods,The Dram Shop Front St.,160.0,0.0
2019,9,Sour - Bottled,The Dram Shop Central,100.66,12.34
2019,9,Sour - Bottled,The Dram Shop Front St.,163.9,15.6
2019,9,Sour - Draught,The Dram Shop Central,2099.53,39.22
2019,9,Sour - Draught,The Dram Shop Front St.,4350.22,159.53
2019,9,Sparkling Wine - Bottled,The Dram Shop Central,66.38,2.62
2019,9,Sparkling Wine - Bottled,The Dram Shop Front St.,131.62,15.88
2019,9,White Wine - Bottled,The Dram Shop Central,10.0,0.0
2019,9,White Wine - Bottled,The Dram Shop Front St.,731.3,36.2
2019,9,Wine - Bottled,The Dram Shop Central,10.0,0.0
2019,9,Wine - Draught,The Dram Shop Central,2378.36,42.39
2019,9,Wine - Draught,The Dram Shop Front St.,4265.69,95.31
2019,10,,The Dram Shop Central,1936.48,446.27
2019,10,,The Dram Shop Front St.,4499.46,329.77
2019,10,Ambers/Pales - Draught,The Dram Shop Central,2489.32,107.93
2019,10,Ambers/Pales - Draught,The Dram Shop Front St.,2872.68,125.52
2019,10,BTG Features!,The Dram Shop Front St.,10.87,3.63
2019,10,Barley Wine - Bottled,The Dram Shop Front St.,3.25,0.0
2019,10,Belgian - Bottled,The Dram Shop Central,54.3,0.7
2019,10,Belgian - Bottled,The Dram Shop Front St.,93.0,0.0
2019,10,Belgian - Draught,The Dram Shop Central,880.76,12.49
2019,10,Belgian - Draught,The Dram Shop Front St.,734.3,63.7
2019,10,Catering!,The Dram Shop Front St.,257.0,5.0
2019,10,Cider - Bottled,The Dram Shop Central,33.25,5.0
2019,10,Cider - Bottled,The Dram Shop Front St.,132.17,2.33
2019,10,Cider - Draught,The Dram Shop Central,2231.89,67.11
2019,10,Cider - Draught,The Dram Shop Front St.,3799.84,113.91
2019,10,FLIGHT,The Dram Shop Central,220.0,0.0
2019,10,FLIGHT,The Dram Shop Front St.,272.0,0.0
2019,10,Glassware,The Dram Shop Central,43.0,0.0
2019,10,Glassware,The Dram Shop Front St.,31.67,37.33
2019,10,Growlers,The Dram Shop Central,347.72,1.28
2019,10,Growlers,The Dram Shop Front St.,381.0,24.0
2019,10,IPA - Bottled,The Dram Shop Central,35.36,1.14
2019,10,IPA - Bottled,The Dram Shop Front St.,70.88,8.37
2019,10,IPA - Draught,The Dram Shop Central,9555.87,440.38
2019,10,IPA - Draught,The Dram Shop Front St.,14322.88,779.37
2019,10,Kombucha,The Dram Shop Central,763.94,27.31
2019,10,Kombucha,The Dram Shop Front St.,1325.72,38.53
2019,10,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,48.59,4.86
2019,10,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,71.65,7.6
2019,10,Lagers/Pils/Wheat - Draught,The Dram Shop Central,1784.29,65.46
2019,10,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,5982.21,268.54
2019,10,Misc.,The Dram Shop Central,4.0,0.0
2019,10,Misc.,The Dram Shop Front St.,10.0,0.0
2019,10,Porters/Stouts - Bottled,The Dram Shop Central,10.89,2.11
2019,10,Porters/Stouts - Bottled,The Dram Shop Front St.,28.0,0.0
2019,10,Porters/Stouts - Draught,The Dram Shop Central,1416.04,62.21
2019,10,Porters/Stouts - Draught,The Dram Shop Front St.,2913.43,167.07
2019,10,Red Wine - Bottled,The Dram Shop Central,62.12,4.88
2019,10,Red Wine - Bottled,The Dram Shop Front St.,876.43,118.07
2019,10,Rosé Wine - Bottled,The Dram Shop Central,31.0,0.0
2019,10,Rosé Wine - Bottled,The Dram Shop Front St.,476.22,32.78
2019,10,Seasonal/Event,The Dram Shop Central,2196.28,82.22
2019,10,Seasonal/Event,The Dram Shop Front St.,3433.57,79.93
2019,10,Seltzer,The Dram Shop Central,235.52,6.98
2019,10,Snacks,The Dram Shop Central,312.18,8.32
2019,10,Snacks,The Dram Shop Front St.,191.79,8.71
2019,10,Soda - Draught,The Dram Shop Central,347.0,4.5
2019,10,Soda - Draught,The Dram Shop Front St.,431.43,7.32
2019,10,Softgoods,The Dram Shop Central,96.0,0.0
2019,10,Softgoods,The Dram Shop Front St.,101.0,5.0
2019,10,Sour - Bottled,The Dram Shop Central,48.53,3.47
2019,10,Sour - Bottled,The Dram Shop Front St.,49.56,1.44
2019,10,Sour - Draught,The Dram Shop Central,2022.2,79.05
2019,10,Sour - Draught,The Dram Shop Front St.,3500.27,124.48
2019,10,Sparkling Wine - Bottled,The Dram Shop Central,46.0,3.0
2019,10,Sparkling Wine - Bottled,The Dram Shop Front St.,310.13,37.87
2019,10,Special Orders,The Dram Shop Central,18.5,0.0
2019,10,Tastings,The Dram Shop Front St.,318.0,32.0
2019,10,White Wine - Bottled,The Dram Shop Central,10.0,0.0
2019,10,White Wine - Bottled,The Dram Shop Front St.,1029.84,97.16
2019,10,Wine - Draught,The Dram Shop Central,2849.0,53.5
2019,10,Wine - Draught,The Dram Shop Front St.,2925.59,99.91
2019,11,,The Dram Shop Central,3385.28,217.97
2019,11,,The Dram Shop Front St.,4628.47,424.78
2019,11,Ambers/Pales - Bottled,The Dram Shop Front St.,6.0,0.25
2019,11,Ambers/Pales - Draught,The Dram Shop Central,2338.43,77.82
2019,11,Ambers/Pales - Draught,The Dram Shop Front St.,3575.48,124.77
2019,11,Barley Wine - Bottled,The Dram Shop Front St.,18.1,0.65
2019,11,Belgian - Bottled,The Dram Shop Central,14.0,0.0
2019,11,Belgian - Bottled,The Dram Shop Front St.,43.5,4.5
2019,11,Belgian - Draught,The Dram Shop Central,408.73,23.27
2019,11,Belgian - Draught,The Dram Shop Front St.,935.92,47.33
2019,11,Catering!,Catering - Dram Shop Front,1425.0,0.0
2019,11,Catering!,The Dram Shop Front St.,289.45,2.55
2019,11,Cider - Bottled,The Dram Shop Central,22.75,0.0
2019,11,Cider - Bottled,The Dram Shop Front St.,116.0,0.0
2019,11,Cider - Draught,The Dram Shop Central,2491.79,70.46
2019,11,Cider - Draught,The Dram Shop Front St.,2576.63,67.62
2019,11,FLIGHT,The Dram Shop Central,356.0,0.0
2019,11,FLIGHT,The Dram Shop Front St.,260.0,0.0
2019,11,Glassware,The Dram Shop Central,56.0,0.0
2019,11,Glassware,The Dram Shop Front St.,15.0,0.0
2019,11,Growlers,The Dram Shop Central,679.57,0.43
2019,11,Growlers,The Dram Shop Front St.,531.93,2.07
2019,11,IPA - Bottled,The Dram Shop Central,20.25,0.5
2019,11,IPA - Bottled,The Dram Shop Front St.,78.05,0.7
2019,11,IPA - Draught,The Dram Shop Central,7835.72,358.28
2019,11,IPA - Draught,The Dram Shop Front St.,12722.54,594.21
2019,11,Kombucha,The Dram Shop Central,668.56,19.19
2019,11,Kombucha,The Dram Shop Front St.,1235.77,49.73
2019,11,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,13.55,2.2
2019,11,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,125.0,11.0
2019,11,Lagers/Pils/Wheat - Draught,The Dram Shop Central,3246.26,72.99
2019,11,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,4587.25,226.75
2019,11,Misc.,The Dram Shop Central,1.0,0.0
2019,11,Misc.,The Dram Shop Front St.,8.0,0.0
2019,11,Porters/Stouts - Bottled,The Dram Shop Central,77.0,0.0
2019,11,Porters/Stouts - Draught,The Dram Shop Central,2749.04,118.46
2019,11,Porters/Stouts - Draught,The Dram Shop Front St.,2519.67,113.58
2019,11,Red Wine - Bottled,The Dram Shop Central,102.12,19.38
2019,11,Red Wine - Bottled,The Dram Shop Front St.,1227.46,83.54
2019,11,Rosé Wine - Bottled,The Dram Shop Central,21.0,0.0
2019,11,Rosé Wine - Bottled,The Dram Shop Front St.,287.11,15.89
2019,11,Seasonal/Event,The Dram Shop Central,1954.07,84.43
2019,11,Seasonal/Event,The Dram Shop Front St.,2505.66,118.84
2019,11,Seltzer,The Dram Shop Central,260.45,20.8
2019,11,Snacks,The Dram Shop Central,270.74,9.76
2019,11,Snacks,The Dram Shop Front St.,245.47,4.78
2019,11,Soda - Draught,The Dram Shop Central,487.97,6.28
2019,11,Soda - Draught,The Dram Shop Front St.,298.04,5.71
2019,11,Softgoods,The Dram Shop Central,146.0,10.0
2019,11,Softgoods,The Dram Shop Front St.,108.06,5.94
2019,11,Sour - Bottled,The Dram Shop Central,13.0,0.0
2019,11,Sour - Bottled,The Dram Shop Front St.,56.11,4.39
2019,11,Sour - Draught,The Dram Shop Central,2070.8,23.95
2019,11,Sour - Draught,The Dram Shop Front St.,3076.47,77.28
2019,11,Sparkling Wine - Bottled,The Dram Shop Central,72.0,0.0
2019,11,Sparkling Wine - Bottled,The Dram Shop Front St.,85.25,20.75
2019,11,Tastings,The Dram Shop Central,29.0,0.0
2019,11,White Wine - Bottled,The Dram Shop Central,57.0,0.0
2019,11,White Wine - Bottled,The Dram Shop Front St.,885.93,56.32
2019,11,Wine - Draught,The Dram Shop Central,3371.72,39.53
2019,11,Wine - Draught,The Dram Shop Front St.,4067.38,165.87
2019,12,,The Dram Shop Central,5243.48,225.02
2019,12,,The Dram Shop Front St.,4547.36,599.12
2019,12,$6 TOKEN!,The Dram Shop Central,54.0,0.0
2019,12,Ambers/Pales - Bottled,The Dram Shop Front St.,6.75,0.0
2019,12,Ambers/Pales - Draught,The Dram Shop Central,2748.11,205.64
2019,12,Ambers/Pales - Draught,The Dram Shop Front St.,3104.38,140.87
2019,12,Barley Wine - Bottled,The Dram Shop Front St.,13.0,0.0
2019,12,Belgian - Bottled,The Dram Shop Central,86.88,4.62
2019,12,Belgian - Bottled,The Dram Shop Front St.,30.0,0.0
2019,12,Belgian - Draught,The Dram Shop Central,593.24,18.76
2019,12,Belgian - Draught,The Dram Shop Front St.,441.88,22.62
2019,12,Catering!,Catering - Dram Shop Front,586.0,0.0
2019,12,Catering!,The Dram Shop Front St.,40.5,4.5
2019,12,Cider - Bottled,The Dram Shop Central,61.0,1.0
2019,12,Cider - Bottled,The Dram Shop Front St.,47.71,5.29
2019,12,Cider - Draught,The Dram Shop Central,3254.71,113.79
2019,12,Cider - Draught,The Dram Shop Front St.,3156.59,52.41
2019,12,FLIGHT,The Dram Shop Central,259.75,8.25
2019,12,FLIGHT,The Dram Shop Front St.,208.0,0.0
2019,12,Glassware,The Dram Shop Central,300.42,0.58
2019,12,Glassware,The Dram Shop Front St.,423.0,0.0
2019,12,Growlers,The Dram Shop Central,1495.84,170.16
2019,12,Growlers,The Dram Shop Front St.,1144.5,7.5
2019,12,IPA - Bottled,The Dram Shop Central,22.24,1.76
2019,12,IPA - Bottled,The Dram Shop Front St.,39.82,2.18
2019,12,IPA - Draught,The Dram Shop Central,10155.09,588.41
2019,12,IPA - Draught,The Dram Shop Front St.,13672.53,692.97
2019,12,Kombucha,The Dram Shop Central,644.02,59.48
2019,12,Kombucha,The Dram Shop Front St.,1173.01,50.24
2019,12,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,27.38,4.87
2019,12,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,202.05,13.7
2019,12,Lagers/Pils/Wheat - Draught,The Dram Shop Central,3149.11,176.39
2019,12,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,5203.18,183.07
2019,12,Misc.,The Dram Shop Central,11.0,0.0
2019,12,Misc.,The Dram Shop Front St.,77.4,0.6
2019,12,NA - Bottles,The Dram Shop Front St.,1.25,0.0
2019,12,Porters/Stouts - Bottled,The Dram Shop Central,22.5,0.0
2019,12,Porters/Stouts - Bottled,The Dram Shop Front St.,46.0,0.0
2019,12,Porters/Stouts - Draught,The Dram Shop Central,3167.74,89.51
2019,12,Porters/Stouts - Draught,The Dram Shop Front St.,2782.5,137.0
2019,12,Red Wine - Bottled,The Dram Shop Central,152.86,19.14
2019,12,Red Wine - Bottled,The Dram Shop Front St.,1634.08,184.17
2019,12,Rosé Wine - Bottled,The Dram Shop Central,11.75,0.0
2019,12,Rosé Wine - Bottled,The Dram Shop Front St.,221.57,46.93
2019,12,SHRUBS,The Dram Shop Front St.,26.0,0.0
2019,12,Seasonal/Event,The Dram Shop Central,1990.07,90.18
2019,12,Seasonal/Event,The Dram Shop Front St.,2894.6,141.9
2019,12,Seltzer,The Dram Shop Central,88.5,19.5
2019,12,Snacks,The Dram Shop Central,349.89,11.11
2019,12,Snacks,The Dram Shop Front St.,263.61,5.89
2019,12,Soda - Draught,The Dram Shop Central,479.06,10.94
2019,12,Soda - Draught,The Dram Shop Front St.,390.96,6.04
2019,12,Softgoods,The Dram Shop Central,90.0,0.0
2019,12,Softgoods,The Dram Shop Front St.,231.5,12.5
2019,12,Sour - Bottled,The Dram Shop Central,70.5,0.0
2019,12,Sour - Bottled,The Dram Shop Front St.,93.25,9.75
2019,12,Sour - Draught,The Dram Shop Central,2094.42,109.83
2019,12,Sour - Draught,The Dram Shop Front St.,2696.19,99.06
2019,12,Sparkling Wine - Bottled,Catering - Dram Shop Front,243.0,27.0
2019,12,Sparkling Wine - Bottled,The Dram Shop Central,179.91,37.09
2019,12,Sparkling Wine - Bottled,The Dram Shop Front St.,602.32,60.18
2019,12,Special Orders,The Dram Shop Central,13.8,4.7
2019,12,Tastings,The Dram Shop Central,131.25,18.75
2019,12,Tastings,The Dram Shop Front St.,207.0,4.0
2019,12,White Wine - Bottled,Catering - Dram Shop Front,406.0,0.0
2019,12,White Wine - Bottled,The Dram Shop Central,74.8,10.2
2019,12,White Wine - Bottled,The Dram Shop Front St.,445.8,94.45
2019,12,Wild - Bottled,The Dram Shop Front St.,18.0,0.0
2019,12,Wine - Draught,The Dram Shop Central,2705.18,48.57
2019,12,Wine - Draught,The Dram Shop Front St.,3990.42,127.58
2020,1,,The Dram Shop Central,1785.51,80.74
2020,1,,The Dram Shop Front St.,4896.75,602.0
2020,1,Ambers/Pales - Draught,The Dram Shop Central,2582.49,104.26
2020,1,Ambers/Pales - Draught,The Dram Shop Front St.,3070.07,88.93
2020,1,BTG Features!,The Dram Shop Front St.,101.7,1.8
2020,1,Barley Wine - Bottled,The Dram Shop Front St.,6.5,0.0
2020,1,Belgian - Bottled,The Dram Shop Front St.,83.0,0.0
2020,1,Belgian - Draught,The Dram Shop Central,898.19,47.06
2020,1,Belgian - Draught,The Dram Shop Front St.,933.02,40.73
2020,1,Catering!,The Dram Shop Front St.,36.0,0.0
2020,1,Cider - Bottled,The Dram Shop Central,6.0,0.0
2020,1,Cider - Bottled,The Dram Shop Front St.,74.7,3.3
2020,1,Cider - Draught,The Dram Shop Central,3029.0,82.5
2020,1,Cider - Draught,The Dram Shop Front St.,2944.78,64.22
2020,1,FLIGHT,The Dram Shop Central,124.0,0.0
2020,1,FLIGHT,The Dram Shop Front St.,176.0,0.0
2020,1,Glassware,The Dram Shop Central,7.0,0.0
2020,1,Glassware,The Dram Shop Front St.,110.0,0.0
2020,1,Growlers,The Dram Shop Central,555.75,5.25
2020,1,Growlers,The Dram Shop Front St.,387.49,20.51
2020,1,IPA - Bottled,The Dram Shop Central,7.75,0.0
2020,1,IPA - Bottled,The Dram Shop Front St.,31.25,0.0
2020,1,IPA - Draught,The Dram Shop Central,9786.98,510.02
2020,1,IPA - Draught,The Dram Shop Front St.,12978.96,517.79
2020,1,Kombucha,The Dram Shop Central,916.3,24.95
2020,1,Kombucha,The Dram Shop Front St.,2016.31,49.94
2020,1,Lagers/Pils/Wheat - Bottled,The Dram Shop Central,24.75,3.25
2020,1,Lagers/Pils/Wheat - Bottled,The Dram Shop Front St.,156.06,1.44
2020,1,Lagers/Pils/Wheat - Draught,The Dram Shop Central,4037.99,258.26
2020,1,Lagers/Pils/Wheat - Draught,The Dram Shop Front St.,2617.84,102.91
2020,1,Misc.,The Dram Shop Central,5.5,0.5
2020,1,Misc.,The Dram Shop Front St.,53.0,0.0
2020,1,Porters/Stouts - Bottled,The Dram Shop Central,5.78,1.22
2020,1,Porters/Stouts - Draught,The Dram Shop Central,2844.31,27.94
2020,1,Porters/Stouts - Draught,The Dram Shop Front St.,2970.64,50.36
2020,1,Red Wine - Bottled,The Dram Shop Central,54.75,0.0
2020,1,Red Wine - Bottled,The Dram Shop Front St.,754.21,68.29
2020,1,Rosé Wine - Bottled,The Dram Shop Front St.,310.07,10.93
2020,1,Seasonal/Event,The Dram Shop Central,726.1,32.15
2020,1,Seasonal/Event,The Dram Shop Front St.,590.1,10.9
2020,1,Snacks,The Dram Shop Central,295.23,7.77
2020,1,Snacks,The Dram Shop Front St.,450.7,11.8
2020,1,Soda - Draught,The Dram Shop Central,213.43,4.57
2020,1,Soda - Draught,The Dram Shop Front St.,416.88,12.12
2020,1,Softgoods,The Dram Shop Central,57.5,12.5
2020,1,Softgoods,The Dram Shop Front St.,47.0,5.0
2020,1,Sour - Bottled,The Dram Shop Central,35.89,0.61
2020,1,Sour - Bottled,The Dram Shop Front St.,33.5,0.0
2020,1,Sour - Draught,The Dram Shop Central,2167.45,74.8
2020,1,Sour - Draught,The Dram Shop Front St.,2003.18,62.32
