customer_identifier,year,month,total_money,total_discount_money,total_tip_money,transactions
6R0AGWDB155SH33K6PNGTRNKQG,2019,12,14.5,0.0,4.0,2
6R0AGWDB155SH33K6PNGTRNKQG,2020,8,35.0,0.0,10.0,1
6R2W2Z9K0H63N2DGJP7EKBVY70,2019,12,18.0,0.0,3.0,1
6RQAJV2G6N5RH32345MDCSE4RG,2021,7,12.5,0.0,3.0,1
6SAZG0VP595BEZPD90VPY2DQWG,2019,4,14.0,0.0,2.0,1
6SVTBNK8QH2499PK470MHBWHBC,2019,11,16.5,0.0,2.0,1
6T2N7NPVW91714Y7EH69QMMS4R,2019,12,50.5,1.5,7.0,3
6TWBMX1KA96ND2AG7ZCXCD1CV8,2022,8,7.0,0.0,1.5,1
6VAWM6KY693DWJ4DK2RDMT6K0G,2016,11,34.0,3.5,4.0,1
6VMF4YBKXX0VAH62E4XNBKVG28,2017,3,6.0,0.0,1.0,1
6VT3HHXHKX0MS4GMVGYEWWW4T0,2016,11,6.5,0.0,1.5,1
6VT3HHXHKX0MS4GMVGYEWWW4T0,2018,4,6.0,0.0,1.0,1
6VT3HHXHKX0MS4GMVGYEWWW4T0,2019,9,52.0,0.0,4.0,3
6VT3HHXHKX0MS4GMVGYEWWW4T0,2021,7,24.5,0.0,3.5,2
6VT3HHXHKX0MS4GMVGYEWWW4T0,2022,3,7.5,0.0,1.0,1
6WCY7MX0JS39ZDQAZH18A3VECC,2021,10,11.0,0.0,2.0,1
6WCY7MX0JS39ZDQAZH18A3VECC,2021,11,25.5,0.0,5.0,3
6WCY7MX0JS39ZDQAZH18A3VECC,2022,1,12.0,0.0,2.0,1
6WMWYFWWW50M2TJGMSMQFTD230,2016,10,4.0,0.0,1.0,1
6XQ56QPCM50D35Z753WMC9QA48,2021,4,30.0,0.0,4.0,1
6XQ56QPCM50D35Z753WMC9QA48,2021,5,30.0,0.0,4.0,1
6XQ56QPCM50D35Z753WMC9QA48,2021,10,36.5,0.0,6.0,1
6XQ56QPCM50D35Z753WMC9QA48,2021,11,30.0,0.0,4.0,1
6XQ56QPCM50D35Z753WMC9QA48,2022,11,22.0,18.0,4.0,1
6Z69GTTCQ53XJRBG1XG26XJ9Q4,2018,7,7.5,0.0,1.5,1
6Z69GTTCQ53XJRBG1XG26XJ9Q4,2018,10,12.0,0.0,2.0,1
6Z8C7JS1XD1BJPYFB2K5C04JHC,2018,5,8.0,0.0,1.0,1
6Z8VW5AT4X568KRDQNSHPV0TYM,2015,12,11.0,0.0,2.0,1
6Z8VW5AT4X568KRDQNSHPV0TYM,2016,7,23.0,0.0,3.0,1
6ZP3WZ7NK579AVM33DG4Z40AA4,2019,1,32.5,0.0,6.0,1
6ZXCC97RES40VACAA1SBVXBJ3R,2022,1,10.5,0.0,2.0,1
70Q768DB1X28EH679NBMHRF4PC,2016,9,7.0,0.0,1.0,1
70Q768DB1X28EH679NBMHRF4PC,2016,10,6.0,0.0,1.0,1
70Q768DB1X28EH679NBMHRF4PC,2016,11,11.5,0.0,2.0,2
70Q768DB1X28EH679NBMHRF4PC,2016,12,5.5,0.0,1.0,1
70Q768DB1X28EH679NBMHRF4PC,2017,1,13.75,0.0,2.0,1
70Q768DB1X28EH679NBMHRF4PC,2017,2,104.75,0.0,12.25,7
70Q768DB1X28EH679NBMHRF4PC,2017,3,5.5,0.0,1.0,1
70Q768DB1X28EH679NBMHRF4PC,2017,5,18.0,0.0,3.0,1
70Q768DB1X28EH679NBMHRF4PC,2017,7,12.75,0.0,1.0,1
70Q768DB1X28EH679NBMHRF4PC,2020,10,14.0,0.0,3.5,1
7201F5MSWS7J764Q3N5DCH6PYR,2022,4,15.0,0.0,3.0,1
72DYZG33AX306X0T51F890ZVGG,2018,7,14.0,0.0,2.0,1
72NDM2DXS3HKEPZ3Q4XH5P7QZ4,2023,3,15.0,0.0,3.0,1
72NDM2DXS3HKEPZ3Q4XH5P7QZ4,2023,4,20.0,0.0,6.5,1
72PQQ77XMX1M7614P6Y21JX08C,2022,3,19.5,0.0,3.0,1
72PQQ77XMX1M7614P6Y21JX08C,2022,4,17.0,5.0,2.0,1
72PQQ77XMX1M7614P6Y21JX08C,2022,5,7.0,0.0,2.5,1
72PQQ77XMX1M7614P6Y21JX08C,2022,12,16.0,0.0,4.0,1
72PQQ77XMX1M7614P6Y21JX08C,2023,6,13.0,0.0,2.0,1
730F0G77CS7Z8RGQGAZEW41Y14,2016,5,11.5,0.0,2.0,1
73FCY1B46D5D1FE1ZC12X5ZEH4,2020,7,10.0,0.0,0.0,1
73Z3GPHKES6939K11ZQ2JMZMSR,2019,9,14.0,0.0,2.0,2
74P49PRGT52PS3EMJTP3AD7P1G,2022,10,10.0,0.0,4.0,1
74P49PRGT52PS3EMJTP3AD7P1G,2023,1,16.5,0.0,4.0,1
74YADZ1QTH3Q964Z3EE3J0P8GC,2017,4,10.5,0.0,2.0,1
74YADZ1QTH3Q964Z3EE3J0P8GC,2018,2,39.0,4.5,7.0,2
74YADZ1QTH3Q964Z3EE3J0P8GC,2019,11,9.0,0.0,2.0,1
74YADZ1QTH3Q964Z3EE3J0P8GC,2020,2,35.0,0.0,6.0,1
74YADZ1QTH3Q964Z3EE3J0P8GC,2022,11,13.5,0.0,2.0,1
753VESX4N51E0ZQS979N1DWRQG,2018,9,5.5,0.0,1.0,1
768N1TYCXS3CAXKZYEXSATQ44G,2019,7,13.0,0.0,3.0,1
78HMS4XXJD440Q1CGSG51NSRFG,2015,11,12.0,0.0,2.0,1
78HMS4XXJD440Q1CGSG51NSRFG,2016,3,17.5,0.0,2.0,2
791GW0132S6F0HT9SR5T7WEJ0R,2018,10,44.5,0.0,7.0,2
791GW0132S6F0HT9SR5T7WEJ0R,2019,8,5.5,0.0,1.0,1
79HGTGDXHN6SF9WVDV3T8HHNYR,2021,9,31.0,6.0,8.0,1
7A2JD4NF9S316PS7HQ1Y4JCE10,2016,6,6.0,0.0,1.0,1
7A764R29CS1574BXDXBSKYCKR0,2021,6,50.0,0.0,8.5,1
7BAFPA6Z7H5SJPN38MRM31PJPM,2018,3,20.0,0.0,2.0,1
7CE2MEAHK95YH0Y9WVSP2YAJF4,2021,1,17.0,6.0,5.0,1
7CE2MEAHK95YH0Y9WVSP2YAJF4,2021,2,15.5,0.0,2.0,1
7CE2MEAHK95YH0Y9WVSP2YAJF4,2021,3,24.5,0.0,5.0,1
7CE2MEAHK95YH0Y9WVSP2YAJF4,2021,10,23.0,0.0,4.0,1
7CE2MEAHK95YH0Y9WVSP2YAJF4,2021,11,4.5,0.0,0.0,1
7CE2MEAHK95YH0Y9WVSP2YAJF4,2021,12,26.0,0.0,5.0,1
7D4G5X3ZHD0KMYF471D7MDMEF8,2016,4,33.5,0.0,6.0,1
7D4G5X3ZHD0KMYF471D7MDMEF8,2017,4,21.5,0.0,3.0,1
7DCPFP0MKN3TGSQERG4WD52PKG,2017,1,24.5,0.0,0.0,2
7DR2DH36WX32PZMJ8E8QKG0TBC,2016,1,12.5,0.0,1.5,1
7E094P0T3173NEWEG7JY55Q61C,2020,7,45.25,0.0,7.5,1
7E9Q3GGZF91XWVBF3FNT76RN08,2018,5,15.0,0.0,3.0,1
7EW9QV07YD2Y13VW7KF0BNPKG8,2019,8,18.0,0.0,3.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2015,3,14.5,0.0,0.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2015,4,25.25,0.0,2.5,3
7F7HX88RFX680ZRJR8XTHX0YQC,2015,6,14.75,0.0,2.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2015,8,41.0,0.0,5.0,4
7F7HX88RFX680ZRJR8XTHX0YQC,2016,4,54.5,0.0,7.0,5
7F7HX88RFX680ZRJR8XTHX0YQC,2016,9,31.5,0.0,4.0,3
7F7HX88RFX680ZRJR8XTHX0YQC,2016,10,42.0,0.0,3.0,2
7F7HX88RFX680ZRJR8XTHX0YQC,2016,12,23.0,0.0,3.5,2
7F7HX88RFX680ZRJR8XTHX0YQC,2017,1,6.0,0.0,1.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2017,3,12.0,0.0,2.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2017,5,24.5,1.0,4.0,2
7F7HX88RFX680ZRJR8XTHX0YQC,2017,7,12.0,0.0,2.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2017,8,16.5,6.0,3.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2017,9,26.0,0.0,3.0,3
7F7HX88RFX680ZRJR8XTHX0YQC,2017,10,14.0,0.0,0.0,2
7F7HX88RFX680ZRJR8XTHX0YQC,2018,9,5.5,0.0,1.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2019,5,11.0,0.0,2.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2019,6,10.0,0.0,2.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2019,7,8.5,2.0,0.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2019,8,18.0,0.0,2.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2019,9,14.5,0.0,2.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2019,10,5.0,0.0,1.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2022,6,18.5,0.0,3.0,1
7F7HX88RFX680ZRJR8XTHX0YQC,2023,2,50.0,0.0,7.0,1
7FSMTZZTWX0FGJBSM2QP0CN4E4,2016,3,11.75,0.25,2.0,1
7GK30DDGEN24YSYGBA7NHDC798,2017,1,36.0,0.0,4.0,1
7GK30DDGEN24YSYGBA7NHDC798,2022,8,15.0,0.0,0.0,1
7H1NBZ25PX7M79KKAPAY5NFP8W,2015,9,11.0,0.0,,1
7H1NBZ25PX7M79KKAPAY5NFP8W,2015,12,8.0,0.0,1.5,1
7H1NBZ25PX7M79KKAPAY5NFP8W,2016,3,36.25,2.5,7.25,1
7H1NBZ25PX7M79KKAPAY5NFP8W,2016,6,12.0,0.0,1.5,1
7H1NBZ25PX7M79KKAPAY5NFP8W,2016,8,26.0,8.0,4.0,3
7J6WR3H5EX0118BKKTB5J8DE5C,2019,11,5.5,0.0,1.0,1
7KR5A4HJZ12AQD3VKBWR1VW3YR,2019,10,24.0,0.0,4.0,1
7KRV7KR7B16WEMYZEPBQ6SV23M,2017,4,28.5,0.0,5.0,1
7NKGMMX36D45707C6HD3WAS4KR,2022,4,12.0,0.0,2.0,1
7NZ50ZX18H3N4HDSAZE8ZXY56W,2016,7,5.5,0.0,0.0,1
7NZ50ZX18H3N4HDSAZE8ZXY56W,2016,9,22.0,0.0,3.5,1
7PF80E16614PK3YR3XVTAYTR3C,2021,6,6.5,0.0,1.0,1
7QEVS52MZX1C18BR5R72FEJXT0,2019,9,50.0,0.0,10.0,1
7QEVS52MZX1C18BR5R72FEJXT0,2019,11,34.5,0.0,6.0,1
7QEVS52MZX1C18BR5R72FEJXT0,2020,5,54.25,0.0,6.0,1
7QEVS52MZX1C18BR5R72FEJXT0,2020,6,73.0,0.0,12.0,3
7QEVS52MZX1C18BR5R72FEJXT0,2020,7,22.0,0.0,4.0,1
7QEVS52MZX1C18BR5R72FEJXT0,2020,8,19.25,0.0,2.0,1
7QEVS52MZX1C18BR5R72FEJXT0,2020,9,67.75,0.0,5.0,2
7QEVS52MZX1C18BR5R72FEJXT0,2021,4,44.75,0.0,5.0,1
7QJWR2FQG900B59W038KB3AVEG,2020,2,12.0,0.0,2.0,1
7R7RHQ18BS5RJY9YEYBBYAPV5M,2019,1,5.5,0.0,1.0,1
7R82CFEMF1RJWN26KVKT92R42W,2023,8,30.0,0.0,2.5,2
7RFFQ4JY9N7NK00D900TCWWR34,2020,10,12.0,0.0,3.0,1
7RNJH7CPF97K922AKSX9VJ2CC4,2023,1,22.0,0.0,4.0,1
7SEFW3R15N1DN22C8Z6XPM5EMM,2022,11,12.5,0.0,0.0,1
7SEFW3R15N1DN22C8Z6XPM5EMM,2022,12,46.0,0.0,2.5,3
7SEFW3R15N1DN22C8Z6XPM5EMM,2023,3,19.0,0.0,4.5,1
7SF6F43XJN19VD6B14R867YTC4,2020,3,18.0,0.0,3.0,1
7SWAA5367N3MTY9YS1T8ZZEJSW,2016,5,12.0,0.0,2.0,1
7SWAA5367N3MTY9YS1T8ZZEJSW,2017,3,5.0,0.0,0.5,1
7SWAA5367N3MTY9YS1T8ZZEJSW,2019,4,6.0,0.0,0.5,1
7SWAA5367N3MTY9YS1T8ZZEJSW,2019,6,7.0,0.0,1.0,1
7SWAA5367N3MTY9YS1T8ZZEJSW,2019,8,13.0,0.0,2.0,1
7SWAA5367N3MTY9YS1T8ZZEJSW,2019,9,11.0,0.0,2.0,1
7SWAA5367N3MTY9YS1T8ZZEJSW,2019,10,5.0,1.0,0.5,1
7SWAA5367N3MTY9YS1T8ZZEJSW,2020,1,5.0,0.0,0.5,1
7VE0CH3CA16212QDXDXCS86WA0,2020,2,26.0,0.0,4.0,1
7VEMTJ7PZX0G9F1DZG21PK8AE8,2021,1,20.0,0.0,5.0,1
7VEMTJ7PZX0G9F1DZG21PK8AE8,2021,4,20.0,0.0,4.0,1
7VEMTJ7PZX0G9F1DZG21PK8AE8,2021,11,16.0,0.0,4.0,1
7WNQK8AS5X2E998S13KARPWZ2M,2022,5,10.0,0.0,2.0,1
7X0ZEXNZ715DEZQH5G5HPM3J3C,2015,8,16.0,0.0,2.0,1
7X1FZKXQ0S3CDD45W8546FM7M0,2022,6,35.75,0.0,6.0,1
7X1FZKXQ0S3CDD45W8546FM7M0,2023,5,20.5,0.0,4.0,1
7XW2GK36F93A7AEX7ZGA6E90R0,2023,4,16.0,0.0,4.0,1
7Y5GCGBKQ935H3ZQZFBZA8QJDM,2019,9,32.0,0.0,7.5,1
7YHJVV3TG96SCVKCXWVTFDGQFW,2017,12,25.0,0.0,4.0,1
7YMES3M8S13SMW5THV0V4JDMQ4,2017,9,24.5,0.0,1.0,1
7YMES3M8S13SMW5THV0V4JDMQ4,2017,10,10.5,0.0,1.0,1
7ZGT3CN9SS7STYSERRQ5FBAF04,2016,10,47.75,0.0,0.0,1
7ZMRJK5M4D1HZEQVQ1C8H08ZX4,2020,2,12.0,0.0,2.5,1
7ZMRJK5M4D1HZEQVQ1C8H08ZX4,2020,3,23.0,0.0,2.0,2
80KHX41TWD1WZ2DAPX07RVR2RW,2022,5,65.0,0.0,5.0,2
80N2J9YG2D40V1G4FG1T8VZG5R,2020,11,40.0,0.0,7.75,1
810D6CCJNH4SANC9FK55KP0F58,2017,8,47.5,2.0,8.0,1
810D6CCJNH4SANC9FK55KP0F58,2018,8,11.5,0.0,3.0,1
816SWXKFNN1N1E8G252TR74B7R,2019,11,36.0,0.0,0.0,1
8195C3SDCS5XS336VASK7RJ750,2021,4,87.6,0.0,14.6,1
81PQP7BTQH670KHA8WQPE9NPMM,2019,4,8.5,0.0,2.0,1
81T46S4B1H2WDCTZE5SJ46ZG00,2021,7,14.0,0.0,3.0,1
81T46S4B1H2WDCTZE5SJ46ZG00,2021,8,18.0,0.0,4.0,1
81T46S4B1H2WDCTZE5SJ46ZG00,2022,9,8.0,0.0,3.5,1
820YHZVFT5072ZY6BS0JRGCA6G,2016,7,71.5,0.0,13.0,2
82ATT5AH6H78Q778MCHAH4KVPG,2023,7,22.0,0.0,5.0,1
830AYFG8251PPZ09A6H4JXKZ68,2018,4,7.0,0.0,2.0,1
830AYFG8251PPZ09A6H4JXKZ68,2018,5,28.0,0.0,5.0,3
830AYFG8251PPZ09A6H4JXKZ68,2018,7,27.5,0.0,6.0,2
839G6FB9NX2BVFASBS47E9QH00,2019,10,14.0,0.0,2.0,1
844GKHH87X67CZ6MAVMQZ2QHJM,2016,11,16.5,0.0,2.0,1
844GKHH87X67CZ6MAVMQZ2QHJM,2022,1,36.0,0.0,7.5,2
850573RYHN57CM443YR9YP5ZWG,2018,10,16.5,0.0,1.0,1
85MJ350A011B53YS2XZSJF9RNM,2019,10,31.0,0.0,5.0,1
86DP7YP0Q571B7E7QJ8PKDX4H0,2021,9,5.5,0.0,1.0,1
875J0NMFB52K2R07THPS41R7RM,2017,11,33.0,18.0,7.0,2
875J0NMFB52K2R07THPS41R7RM,2019,10,20.25,0.0,2.0,1
875J0NMFB52K2R07THPS41R7RM,2022,6,65.0,0.0,10.0,1
87D7G3SZT16WPXDPSM0KC2V9J0,2015,10,7.0,0.0,1.0,1
87P4BQJGTD7TTSFQ5EW0DSM1TW,2019,5,34.0,0.0,8.0,1
87YPGTRGW53GTPHY2JCEF5BA58,2015,9,30.0,0.0,,1
886W1Q13ZT36EJF21QABRQX1DM,2023,4,39.5,0.0,7.0,1
888SRX7E091TJXAV0B505FWNVM,2019,4,4.0,0.0,0.0,1
88Q2FMGSZ1139FSSKN5SRD9GHM,2022,10,18.0,0.0,2.0,1
88ZSATG7XH53Q5KYP54CA4MM58,2021,4,15.0,0.0,3.0,1
8999YDRFQ94VBDPZQTVB8V7QY4,2021,6,45.0,0.0,8.5,4
8999YDRFQ94VBDPZQTVB8V7QY4,2021,8,26.75,0.0,2.0,2
8999YDRFQ94VBDPZQTVB8V7QY4,2021,10,22.0,0.0,5.0,1
8999YDRFQ94VBDPZQTVB8V7QY4,2021,12,16.0,0.0,6.0,1
899G33DQCH3GVCMGQD9MHA0S90,2020,1,32.5,0.0,4.0,2
89DYXTH6T57B99F0SNDGYS8QAC,2021,12,105.0,0.0,5.0,1
89KBEVHTKN42ZFE2T5TWYGXY6W,2020,12,82.0,0.0,12.0,2
89KBEVHTKN42ZFE2T5TWYGXY6W,2021,2,19.25,0.0,3.0,1
89KBEVHTKN42ZFE2T5TWYGXY6W,2021,6,14.0,0.0,1.5,1
89KBEVHTKN42ZFE2T5TWYGXY6W,2021,8,11.5,0.0,2.0,1
89KBEVHTKN42ZFE2T5TWYGXY6W,2021,11,93.5,0.0,14.0,2
89KBEVHTKN42ZFE2T5TWYGXY6W,2022,1,22.0,0.0,3.0,1
89KBEVHTKN42ZFE2T5TWYGXY6W,2022,4,68.5,0.0,10.0,2
89KBEVHTKN42ZFE2T5TWYGXY6W,2022,6,26.0,0.0,4.0,1
8AXVEZQY790GJW8HTW4T2QER2G,2018,1,15.0,0.0,1.0,2
8B1E0PS4J577Z686TZXYPPCFH0,2016,6,5.0,0.0,1.0,1
8B1E0PS4J577Z686TZXYPPCFH0,2017,3,7.0,3.0,1.0,1
8B1E0PS4J577Z686TZXYPPCFH0,2017,4,9.0,1.5,1.5,1
8B1E0PS4J577Z686TZXYPPCFH0,2017,5,10.0,0.0,1.0,1
8BBKHB9Z7N7WSBTWSJ7QRBQZS8,2022,4,9.0,0.0,1.5,1
8BV76GXZNKQ0VA22GNH85XDQB0,2023,6,63.5,0.0,11.0,1
8C375ERQXH6ZJM4EVTBWBDA8T4,2016,7,5.0,0.0,1.0,1
8C3SQV3ZEH2QSA9PGSQNREG4NC,2015,3,20.0,0.0,4.0,2
8C3SQV3ZEH2QSA9PGSQNREG4NC,2015,4,23.5,0.0,2.0,2
8C3SQV3ZEH2QSA9PGSQNREG4NC,2015,5,19.0,0.0,3.0,2
8C3SQV3ZEH2QSA9PGSQNREG4NC,2015,6,10.0,0.0,1.0,1
8C3SQV3ZEH2QSA9PGSQNREG4NC,2015,7,36.0,0.0,2.0,2
8C3SQV3ZEH2QSA9PGSQNREG4NC,2015,8,22.5,0.0,3.5,3
8C3SQV3ZEH2QSA9PGSQNREG4NC,2015,10,11.0,0.0,2.0,2
8C3SQV3ZEH2QSA9PGSQNREG4NC,2015,11,22.0,0.0,4.0,1
8C3SQV3ZEH2QSA9PGSQNREG4NC,2016,1,16.5,0.0,2.0,2
8C3SQV3ZEH2QSA9PGSQNREG4NC,2016,3,13.0,0.0,2.0,1
8C3SQV3ZEH2QSA9PGSQNREG4NC,2016,4,10.0,0.0,1.0,1
8CQC6W2CRH2YD7E8RQ8BKKH6Z4,2019,9,7.0,0.0,1.0,1
8CQC6W2CRH2YD7E8RQ8BKKH6Z4,2020,3,6.5,0.0,1.5,1
8CS36CT4RD29176HPF1KW4NC2R,2020,8,49.0,10.5,9.0,2
8E63HA5MTN537DJZAQFA8H1WS0,2021,5,8.0,3.0,2.0,1
8EES3ECZB52R4PBW6DKPFDQJ44,2017,1,16.5,0.0,2.0,1
8EJKZWEQQD3RF8ETMKH88GQAK4,2020,9,20.0,0.0,4.0,1
8F5D2Z1AXH6CYTHYGPG3E6B0CW,2019,1,22.0,0.0,4.0,1
8FDG9J0J991GF6F447093441Z8,2022,5,20.0,0.0,5.0,1
8FF4WJ3GHS625D9DFXTNF2VE50,2022,1,15.0,0.0,3.0,1
8FHQD9ZPA5586KRTHCCSHS57M8,2018,3,20.0,0.0,5.0,1
8GF4CT6Y8110WQHNWKZ1ZJTHAM,2015,9,51.0,0.0,20.0,1
8GZNJRKBY34NH101GRFKWWYE9G,2023,4,30.0,0.0,6.0,1
8H3CV3N6315HJR9F838RY1SW84,2019,6,23.0,0.0,3.5,1
8HZ30MWZPD22SER5E507AK6FCC,2023,1,16.0,0.0,0.0,1
8J04YQ899X2ZWTQQK8QYZVK89W,2018,9,12.0,0.0,2.0,1
8JKMNFJBDS6FQ17Z4NJYMG3E84,2020,11,27.0,0.0,3.0,1
8JZ6N906DX2YN9DJ1K3TZ1XEYR,2020,1,45.0,3.5,7.0,2
8JZ6N906DX2YN9DJ1K3TZ1XEYR,2020,2,36.5,0.0,9.0,4
8JZ6N906DX2YN9DJ1K3TZ1XEYR,2020,12,24.25,0.0,6.0,2
8JZ6N906DX2YN9DJ1K3TZ1XEYR,2021,2,11.0,0.0,3.0,1
8K1J2HSWT94Y6GM4TDYWHF2QQ4,2016,5,6.0,0.0,1.5,1
8K91XC3CBD5193D2T456GAX51W,2020,7,4.0,4.5,0.5,1
8M1ASS34C521RJQAKNSDJWXC68,2015,10,12.0,0.0,2.0,1
8N3CYC48NX3WNEDK3MS60A7Y0R,2021,6,10.0,0.0,2.0,1
8N3CYC48NX3WNEDK3MS60A7Y0R,2022,3,18.5,0.0,4.0,1
8N3CYC48NX3WNEDK3MS60A7Y0R,2023,4,35.0,0.0,6.0,1
8P53E723E16VPRRBZZ5V7JS34M,2017,7,13.0,0.0,2.0,1
8P53E723E16VPRRBZZ5V7JS34M,2021,8,28.0,0.0,5.0,1
8P53E723E16VPRRBZZ5V7JS34M,2022,4,24.0,0.0,3.0,1
8P53E723E16VPRRBZZ5V7JS34M,2022,6,17.0,0.0,3.0,1
8P5EAPXNM524X1H6GTPX4GC9RG,2020,6,15.0,0.0,4.0,1
8P5EAPXNM524X1H6GTPX4GC9RG,2020,10,22.0,0.0,5.0,1
8P5EAPXNM524X1H6GTPX4GC9RG,2020,11,24.0,0.0,6.0,1
8P5EAPXNM524X1H6GTPX4GC9RG,2020,12,36.0,0.0,8.0,1
8P5EAPXNM524X1H6GTPX4GC9RG,2021,1,184.0,9.0,40.5,7
8P5EAPXNM524X1H6GTPX4GC9RG,2021,2,233.88,0.0,50.88,8
8P5EAPXNM524X1H6GTPX4GC9RG,2021,4,44.0,0.0,10.0,1
8P5EAPXNM524X1H6GTPX4GC9RG,2021,6,12.0,6.0,0.0,1
8P5EAPXNM524X1H6GTPX4GC9RG,2021,10,40.0,6.0,8.0,2
8P5EAPXNM524X1H6GTPX4GC9RG,2022,2,14.5,0.0,4.0,1
8P5EAPXNM524X1H6GTPX4GC9RG,2022,3,37.5,0.0,10.0,2
8PD319ZR6JD1QKGGBXAG9KAKYC,2023,8,35.5,0.0,4.0,1
8PFFHARHX112D0623E1442FNDC,2023,1,193.5,0.0,30.0,9
8PFFHARHX112D0623E1442FNDC,2023,3,22.0,0.0,4.0,1
8PSX6X0T8D70AZVR539RKAD1BM,2016,8,6.5,0.0,2.0,1
8Q2Q2GB8TX0NV5TS8WXQ4VJBP0,2022,7,36.5,0.0,6.0,2
8Q43E3DMRS6ZSE9GXBSZYVG2WR,2019,11,14.5,0.0,3.0,1
8RG5FQGM655ERH6N864ZFPMQZ4,2017,3,47.5,0.0,8.0,1
8RG5FQGM655ERH6N864ZFPMQZ4,2019,2,8.5,0.0,1.0,1
8RYV2D2Q8D6NQAJXNR8PF4DGTM,2021,10,3.4,2.0,0.4,1
8S0FM4SEFX1HQ9T2S8ZAEHX5MG,2023,1,13.0,0.0,2.0,1
8S0FM4SEFX1HQ9T2S8ZAEHX5MG,2023,2,27.0,0.0,5.0,1
8S2TW41FJX37ZC012ZBH07KTQW,2021,3,12.5,0.0,2.5,1
8SASWP75K91AJS9NAX9828G570,2015,12,35.4,0.0,5.9,1
8SASWP75K91AJS9NAX9828G570,2019,7,20.0,0.0,0.0,1
8SASWP75K91AJS9NAX9828G570,2019,10,41.0,0.0,6.0,1
8SASWP75K91AJS9NAX9828G570,2020,1,29.0,0.0,5.0,1
8SASWP75K91AJS9NAX9828G570,2021,11,23.0,0.0,0.0,1
8SASWP75K91AJS9NAX9828G570,2022,4,55.5,0.0,9.0,1
8SMT4H5J8954QBYMGSNBCTNXKM,2021,5,27.5,0.0,5.0,1
8TQ3RRRK4X4HQ7Z9699CQF2V50,2022,3,12.5,0.0,2.0,1
8VEZHGVVKX6DQ835KQCMC21BW4,2022,9,21.0,0.0,0.0,1
8WEQG1CKG10XGSDDN8JECV7E10,2015,4,42.0,0.0,5.0,2
8WEQG1CKG10XGSDDN8JECV7E10,2015,9,17.5,0.0,3.0,1
8WEQG1CKG10XGSDDN8JECV7E10,2015,11,43.12,0.0,5.62,1
8WEQG1CKG10XGSDDN8JECV7E10,2016,2,12.0,0.0,1.0,1
8WEQG1CKG10XGSDDN8JECV7E10,2017,6,24.0,0.0,5.0,2
8WEQG1CKG10XGSDDN8JECV7E10,2018,6,37.5,3.0,5.0,2
8WMSZD6BWN28S8K0W1K41BCGK0,2021,3,36.5,4.5,0.0,1
8WYYXKJDBANMK594ZSPY74Q3ZR,2023,4,7.5,0.0,2.0,1
8WZTD2TRGH3VVEE2B5T1FRQDJC,2021,8,3.5,2.0,0.5,1
8WZTD2TRGH3VVEE2B5T1FRQDJC,2021,11,6.5,0.0,1.0,1
8WZTD2TRGH3VVEE2B5T1FRQDJC,2022,3,5.0,0.0,0.5,1
8XC39K0CM17BGY5HS8RQANQ25R,2017,10,5.5,1.0,2.0,1
8XGB6W8XWX5D76WK495Y05WV1M,2022,4,15.5,0.0,2.0,1
8XGB6W8XWX5D76WK495Y05WV1M,2022,5,30.0,0.0,6.0,1
8XGB6W8XWX5D76WK495Y05WV1M,2022,8,12.5,0.0,2.0,1
8XK51QN8R57C6YKW0C3ZBAJHDM,2018,1,11.5,0.0,2.0,1
8XYP1BZSES3T9ECA1XFDJEEQF4,2021,12,12.5,0.0,2.5,2
8XYP1BZSES3T9ECA1XFDJEEQF4,2022,5,6.5,0.0,1.0,1
8XZWTT0CS92KX71G9HTJK4K8PR,2017,9,23.0,1.5,3.0,2
8XZWTT0CS92KX71G9HTJK4K8PR,2017,10,5.5,0.0,1.0,1
8XZWTT0CS92KX71G9HTJK4K8PR,2018,5,11.0,0.0,1.0,1
8ZC0CWT9QN6V11QS8PE74NFKJ4,2019,11,38.5,0.0,6.0,1
906RFMHTM53R3CY70YJ6G58T7C,2022,6,5.0,1.5,2.0,1
90S1ZADJAX03YX2E7AN6G8CRSC,2015,12,12.0,0.0,2.0,1
925K5377T93VMRQG0F5T5Q216M,2016,9,39.5,0.0,7.0,1
92E23ETM2X24ZEJGMGC8F6SN4G,2015,7,50.02,0.0,6.52,1
92E23ETM2X24ZEJGMGC8F6SN4G,2016,3,15.0,5.5,3.0,1
92J7T9DB4N3C6Z1PH1CTT5MXQ8,2019,7,23.75,4.0,4.0,1
93YXE8BP3X037DH21X7C216ARW,2015,12,8.0,0.0,1.0,1
